Id,LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
1262,85,11340,TwnhsE,7,5,2,1,6,2006,1391,4,GasA,Y,1112,0,2009,202453.515820884
1263,68,7200,1Fam,5,8,2,1,7,1992,960,3,GasA,Y,1117,0,2006,164747.977533458
1264,60,10900,1Fam,6,5,2,1,6,2006,1494,3,GasA,Y,796,0,2007,178809.464598165
1265,96,12798,1Fam,5,7,2,1,6,1962,980,2,GasA,Y,928,0,2010,151129.013699123
1266,122,10452,1Fam,6,5,1,0,7,1950,1266,3,GasA,Y,972,0,2010,146291.753234592
1267,111,10000,Twnhs,5,6,1,0,7,1949,1705,2,GasW,Y,1422,0,2008,153185.011200135
1268,60,9084,Twnhs,8,4,3,1,4,1965,915,3,GasA,Y,2374,0,2008,230470.495174926
1269,80,15138,1Fam,4,5,1,0,5,2005,2000,3,Wall,Y,1525,0,2008,196185.682445635
1270,63,9060,1Fam,8,4,2,1,8,1978,520,3,GasA,Y,987,0,2007,194392.057020467
1271,78,8487,1Fam,5,6,1,0,5,1924,1248,3,GasA,Y,1670,0,2007,116905.838835558
1272,,7590,1Fam,5,7,1,0,5,1964,485,3,GasA,Y,1416,0,2007,115689.342197465
1273,44,5000,1Fam,5,3,1,0,5,2000,1297,3,GasA,N,1850,0,2010,103776.213506156
1274,60,9200,1Fam,7,5,1,0,4,1961,955,2,GasA,Y,1496,0,2008,121221.392674022
1275,,9937,1Fam,5,7,2,0,7,1920,864,2,GasA,Y,1626,0,2008,100953.611196906
1276,,13500,Duplex,6,5,2,0,5,2002,723,3,GasA,Y,1040,0,2006,146595.315837178
1277,,9549,1Fam,8,5,2,1,8,1956,901,3,GasA,Y,1208,0,2009,213666.328945418
1278,78,5062,1Fam,5,5,1,0,6,2009,1349,3,GasA,Y,1212,0,2006,161237.336799409
1279,70,16226,1Fam,6,5,1,1,6,2005,440,2,GasA,Y,2614,0,2007,117199.32056934
1280,76,9600,TwnhsE,6,5,1,0,10,1945,1204,3,GasA,Y,1053,0,2007,164834.586947553
1281,45,8814,TwnhsE,6,6,2,1,7,1993,896,3,GasA,Y,694,0,2009,151881.358726431
1282,,6240,1Fam,7,6,2,0,4,1971,504,3,GasA,Y,1392,0,2008,135241.35901998
1283,78,8500,1Fam,5,5,1,0,6,1968,952,2,GasA,Y,2022,0,2006,112430.176105284
1284,34,7200,1Fam,6,5,2,0,8,1995,1470,1,GasA,Y,1560,0,2009,188295.266388182
1285,80,13693,1Fam,7,5,2,0,6,2008,1276,3,GasA,Y,1047,0,2009,231999.330041693
1286,50,2500,1Fam,5,8,2,1,8,1995,1478,3,GasA,Y,1253,0,2007,168958.718869795
1287,80,8200,1Fam,8,5,1,1,7,2003,756,3,GasA,Y,1067,0,2009,208069.204916321
1288,60,3982,1Fam,6,8,2,0,5,2004,1029,3,GasW,Y,1939,0,2008,193765.471526839
1289,60,14559,1Fam,6,7,1,0,5,1910,1056,2,GasA,Y,1203,0,2009,173208.183187792
1290,53,12735,1Fam,9,5,2,1,6,2005,1337,3,GasA,Y,1576,0,2008,291221.760948695
1291,85,14154,1Fam,6,8,2,0,9,1964,744,3,GasA,Y,1218,0,2009,185994.171881528
1292,70,5000,1Fam,7,7,0,0,5,1996,560,3,GasA,Y,882,0,2009,145544.144116565
1293,174,10134,1Fam,7,7,2,0,6,1972,1264,4,GasA,Y,2414,0,2007,220280.511725248
1294,95,10437,1Fam,5,5,2,0,7,1998,1029,1,GasA,Y,1026,0,2007,196319.736572959
1295,70,31770,1Fam,4,7,2,0,6,1960,1088,3,GasA,Y,1414,0,2006,151344.033972909
1296,,12144,1Fam,7,5,2,1,6,1966,1040,3,GasA,Y,1566,0,2009,156256.395488736
1297,70,8248,2fmCon,9,5,2,0,6,1979,996,4,GasA,Y,1573,0,2007,236158.520719203
1298,79,11670,1Fam,6,5,1,0,4,1932,673,3,GasA,Y,968,0,2006,160564.909550764
1299,60,8400,1Fam,6,5,1,0,4,1950,1588,3,GasA,Y,1145,0,2008,134608.861069466
1300,70,5586,1Fam,7,7,2,0,4,1940,940,2,GasA,Y,1302,0,2007,149143.135894462
1301,75,10400,1Fam,3,5,1,0,5,2006,1175,3,GasA,Y,1477,0,2006,100147.653622166
1302,67,11500,1Fam,5,5,1,0,5,2005,617,3,GasA,Y,2574,0,2008,152311.910793456
1303,,5100,1Fam,6,5,1,0,7,2005,0,2,GasA,Y,1962,0,2006,166073.299104571
1304,55,12160,1Fam,4,5,2,1,7,1957,1113,3,GasA,Y,1726,0,2006,128288.555768389
1305,39,6120,TwnhsE,4,6,2,0,4,1977,1040,3,GasA,Y,2030,0,2007,98638.9129332152
1306,74,8121,1Fam,5,5,1,1,7,1914,1431,3,GasA,Y,2138,0,2009,145739.212935424
1307,50,12274,1Fam,7,5,1,0,11,1955,1643,1,GasA,Y,1728,0,2008,242667.75685062
1308,24,7200,1Fam,7,5,2,0,7,1970,926,3,GasA,Y,1710,0,2007,156290.764861567
1309,91,8472,1Fam,5,5,1,0,5,1921,1383,3,GasA,Y,480,0,2009,90841.9035549389
1310,84,9549,1Fam,7,5,1,1,7,1941,0,3,GasA,Y,1437,0,2009,154873.36178015
1311,51,7658,1Fam,4,4,1,0,6,2001,1257,3,GasA,Y,1040,0,2006,150778.658469937
1312,70,11029,1Fam,8,5,2,0,5,2001,728,4,GasA,Y,2019,0,2006,173107.413527514
1313,82,7590,TwnhsE,5,5,1,0,7,1925,1337,3,GasA,N,1682,0,2006,142978.733396574
1314,,4403,1Fam,5,5,2,0,5,1956,756,2,GasA,Y,2704,0,2009,133244.508723302
1315,104,14587,1Fam,5,5,2,0,8,1998,1208,3,GasA,Y,1002,0,2010,165193.710701708
1316,70,8773,1Fam,7,7,2,0,7,1965,2006,2,GasA,Y,2230,0,2007,207285.122204699
1317,78,6240,1Fam,6,8,1,0,7,1952,990,3,GasA,Y,1208,0,2008,143876.232998996
1318,70,11340,1Fam,5,5,1,0,7,1918,796,2,GasA,Y,2610,0,2008,109589.852957643
1319,68,8400,1Fam,6,7,2,0,6,1970,1149,1,GasA,Y,1776,0,2009,161688.965119771
1320,51,7200,1Fam,7,5,1,0,7,1971,756,1,GasA,N,1894,0,2007,173929.694465324
1321,,8120,1Fam,7,6,2,0,7,2007,756,3,GasA,Y,1632,0,2007,173259.368275119
1322,65,14450,1Fam,4,7,2,1,7,1998,712,2,GasA,N,1812,0,2009,126782.899027435
1323,101,17503,1Fam,9,5,1,1,7,1940,728,3,GasA,Y,2035,0,2006,233740.464365443
1324,32,2665,1Fam,5,5,1,0,7,1968,1030,3,GasA,Y,1960,0,2006,136366.024872735
1325,,4282,2fmCon,7,6,1,1,6,2010,896,3,GasA,N,2614,0,2006,200972.944528375
1326,,10634,1Fam,7,4,2,1,6,1972,1249,2,GasA,Y,1266,0,2007,181652.909321091
1327,86,10652,1Fam,8,5,2,1,6,1977,1610,3,GasA,Y,1694,0,2009,253055.647318127
1328,76,8475,1Fam,7,9,2,0,6,1965,686,1,GasA,Y,1971,0,2007,180790.828138771
1329,85,2500,Twnhs,7,5,1,0,5,2009,728,3,GasA,Y,1436,0,2008,163409.486683377
1330,79,13472,1Fam,4,6,2,0,8,2006,944,4,GasA,Y,1414,0,2008,156195.965814232
1331,24,9950,1Fam,9,5,1,1,5,1993,686,3,GasA,Y,1710,0,2008,215211.805358196
1332,70,13860,1Fam,4,5,1,1,6,1999,1162,3,GasA,Y,1768,0,2006,173428.77398018
1333,41,9337,1Fam,5,9,1,1,8,1950,630,3,GasA,Y,1324,0,2006,123879.826536365
1334,,8125,Duplex,5,5,1,0,7,1967,1554,3,GasA,N,1086,0,2008,141217.000970465
1335,65,9100,Twnhs,7,2,1,0,6,1960,1392,3,GasA,Y,981,0,2008,109028.42255386
1336,134,5330,1Fam,7,5,2,1,5,1964,1070,2,GasA,Y,845,0,2006,150156.82557238
1337,,9672,1Fam,4,3,0,0,5,2003,710,3,GasA,Y,1710,0,2008,94106.1293491132
1338,67,10593,1Fam,7,5,1,0,5,1930,1347,3,GasA,N,1573,0,2006,163495.930054985
1339,80,4130,2fmCon,6,5,2,0,5,2004,736,2,GasA,Y,1386,0,2009,177544.766023284
1340,60,4224,1Fam,7,4,2,1,6,2001,770,3,GasA,Y,1548,0,2008,169432.359185326
1341,56,12003,1Fam,6,5,1,0,6,1998,712,3,GasA,Y,1656,0,2006,122852.506400529
1342,60,8791,1Fam,7,6,3,0,6,1979,1148,2,GasA,Y,2110,0,2006,183966.201105392
1343,55,11210,1Fam,5,5,1,0,3,1967,702,3,GasA,Y,2020,0,2008,132877.091423409
1344,,6979,1Fam,5,5,2,1,5,2000,793,3,GasA,Y,1477,0,2010,155805.083842029
1345,70,5330,1Fam,8,5,2,0,11,1965,1020,2,GasA,Y,864,0,2007,204215.702663801
1346,,3182,1Fam,9,7,2,1,6,1958,458,2,GasA,Y,1242,0,2008,212387.376426852
1347,61,1300,1Fam,5,5,2,1,8,1912,673,3,GasA,Y,958,0,2009,110099.832511123
1348,,7677,1Fam,4,6,2,0,8,2000,1623,4,GasA,Y,1721,0,2007,184034.680761098
1349,36,9920,1Fam,5,7,1,0,11,2004,1638,2,GasA,Y,1867,0,2010,164690.049042694
1350,,9505,Duplex,7,5,1,0,4,1923,728,3,GasA,Y,1478,0,2007,134139.232219303
1351,50,10655,1Fam,7,8,1,0,6,1980,798,1,GasA,Y,1073,0,2009,130351.569383431
1352,90,8163,1Fam,8,6,2,0,6,2005,1052,2,GasA,Y,2612,0,2007,222686.64131688
1353,65,22420,1Fam,5,5,1,0,6,1978,740,4,GasA,Y,1656,0,2007,124558.160858797
1354,65,8750,1Fam,7,6,2,1,6,2000,807,3,GasA,N,864,0,2007,201349.839424718
1355,,8777,TwnhsE,4,5,2,1,5,1977,912,1,GasA,Y,1969,0,2010,105127.191540698
1356,77,6979,1Fam,5,6,2,0,5,1962,1572,3,GasA,Y,1440,0,2009,154104.933488474
1357,110,7200,1Fam,9,7,1,1,5,1967,686,3,GasA,Y,1262,0,2009,235470.705791643
1358,,5790,1Fam,6,6,2,0,8,1880,884,1,GasA,Y,1155,0,2009,134885.681595751
1359,72,40094,1Fam,5,6,1,0,4,1959,864,3,GasA,Y,752,0,2008,127366.815111751
1360,70,7931,1Fam,4,4,2,1,5,1975,1370,4,GasA,Y,1224,0,2008,154900.240729488
1361,43,14260,1Fam,9,6,3,0,6,1976,1604,3,GasA,Y,1638,0,2008,332578.656783314
1362,73,9303,TwnhsE,6,5,2,1,6,2006,700,3,GasA,Y,1935,0,2006,154743.604650367
1363,70,9600,1Fam,6,6,2,0,7,1976,864,3,GasA,Y,2519,0,2008,168597.222133718
1364,72,8246,1Fam,8,8,2,0,8,1955,1086,3,GasA,Y,1422,0,2009,248915.240168863
1365,60,6600,1Fam,6,7,2,2,9,1972,637,3,GasA,Y,1148,0,2008,131458.103019139
1366,47,9060,1Fam,4,4,1,0,4,1925,806,3,GasA,Y,1056,0,2009,57369.5992043834
1367,73,4274,1Fam,7,5,2,0,9,2005,849,3,GasA,Y,1476,0,2007,144228.542960501
1368,65,4058,1Fam,7,5,2,0,5,1974,721,1,GasA,Y,912,0,2009,145019.524061276
1369,,8089,1Fam,5,5,2,0,6,1940,768,2,GasA,Y,1968,0,2007,99058.6704498367
1370,60,9525,1Fam,7,7,2,1,5,1950,483,4,GasA,Y,1502,0,2007,155370.604487168
1371,36,9490,1Fam,6,6,1,0,5,1977,1144,3,GasA,Y,1470,0,2008,145801.986678067
1372,68,3604,1Fam,6,8,1,0,6,1985,1138,3,GasA,Y,1340,0,2009,138432.076629406
1373,75,12803,TwnhsE,5,5,2,0,6,1999,1581,2,GasA,Y,1484,0,2006,217054.008718216
1374,105,8755,1Fam,6,9,2,1,5,1940,770,4,GasA,Y,1183,0,2007,186439.430369754
1375,65,11029,1Fam,7,5,2,1,10,1976,684,2,GasA,Y,894,0,2009,215196.634267326
1376,64,8004,1Fam,5,7,2,1,6,1993,864,2,GasA,Y,1322,0,2010,139347.654480652
1377,87,8750,1Fam,8,5,1,1,7,1930,1844,1,GasA,N,1094,0,2007,308151.798104822
1378,105,7599,1Fam,7,5,1,0,6,1953,884,4,GasA,Y,1208,0,2009,136659.234977914
1379,90,16635,1Fam,6,5,2,0,9,1962,1149,3,GasA,N,1478,0,2008,223065.89004104
1380,,7150,1Fam,5,5,2,0,8,1931,1626,3,GasA,Y,816,0,2009,150020.780165002
1381,66,7930,1Fam,4,5,2,1,5,2008,2330,3,GasA,Y,1520,0,2007,180100.810621165
1382,94,10140,1Fam,6,7,1,0,12,2006,1364,2,GasA,Y,1389,0,2006,205163.906122883
1383,60,9548,1Fam,4,5,2,0,5,2007,506,3,GasA,Y,2259,0,2007,103944.417099147
1384,90,7758,1Fam,4,5,1,0,6,1940,884,3,GasA,Y,1632,0,2007,134989.72437769
1385,70,7200,1Fam,5,6,2,1,5,1959,907,2,GasA,Y,1279,0,2010,162774.341504593
1386,63,3072,1Fam,3,6,1,1,9,1900,1272,4,GasA,Y,1718,0,2009,175791.499830596
1387,78,8816,TwnhsE,7,5,2,0,9,1885,1127,6,Grav,Y,1310,0,2009,177729.780227205
1388,60,9430,1Fam,5,7,2,1,7,1997,900,3,GasA,Y,1440,0,2006,183815.493715151
1389,21,1680,1Fam,7,5,1,0,8,2005,1462,2,GasA,Y,1199,0,2010,160988.562755649
1390,60,1936,1Fam,8,5,1,1,7,1972,1158,3,GasA,Y,1430,0,2010,217254.834289513
1391,70,9020,1Fam,5,6,2,1,9,2006,1208,3,GasA,Y,1220,0,2006,162401.775098865
1392,95,9920,1Fam,4,5,1,1,6,1988,1004,3,GasA,Y,4316,0,2006,103719.836639968
1393,92,2448,1Fam,5,6,2,0,5,1993,1700,2,GasA,Y,1440,0,2007,169293.975094932
1394,76,4388,TwnhsE,8,5,2,1,7,2004,1092,4,GasA,Y,835,0,2007,232795.228361482
1395,21,8246,1Fam,5,5,1,1,5,2005,1144,2,GasA,Y,605,0,2009,135844.942506184
1396,114,5063,1Fam,5,8,2,1,5,2003,723,3,GasA,Y,1635,0,2007,152288.510982173
1397,54,6240,1Fam,5,5,1,0,6,2004,720,3,GasA,Y,827,0,2007,124389.302928039
1398,24,12099,1Fam,5,5,3,0,7,1958,1092,2,GasA,Y,1567,0,2009,173922.155907282
1399,92,5271,1Fam,8,5,2,0,6,2009,808,3,GasA,Y,864,0,2008,156277.521216578
1400,82,8402,1Fam,10,7,2,1,5,1959,1122,2,GasA,Y,3493,0,2008,259715.823917424
1401,149,8163,1Fam,7,4,1,0,7,2006,1452,2,GasA,Y,630,0,2009,205267.216079156
1402,,2280,1Fam,7,7,2,1,9,1953,1379,2,GasA,Y,1458,0,2006,226273.26265846
1403,90,5232,1Fam,7,5,1,1,7,2002,1234,2,GasA,Y,2624,0,2009,171908.908268582
1404,75,7200,2fmCon,9,5,2,1,5,1915,864,3,GasA,N,894,0,2009,225654.402992342
1405,80,8450,1Fam,7,5,2,0,6,1964,864,2,GasA,Y,1501,0,2010,144701.230985824
1406,65,13125,1Fam,9,4,2,1,6,1963,1028,3,GasA,Y,1284,0,2008,258956.980864425
1407,,7711,1Fam,5,6,1,0,5,1996,1080,2,GasA,Y,1072,0,2006,175424.707052569
1408,65,12203,TwnhsE,4,6,1,0,11,1977,861,4,GasA,Y,1324,0,2008,154563.541705253
1409,81,10300,1Fam,5,6,1,1,4,1914,1144,3,GasA,Y,1567,0,2009,130739.979041655
1410,65,3378,1Fam,7,9,1,0,6,1977,1584,3,GasA,Y,1479,0,2008,174685.349298551
1411,,7200,1Fam,8,5,1,1,5,1959,1187,2,GasA,Y,864,0,2008,230351.697637601
1412,,7560,1Fam,7,5,2,1,9,2009,858,2,GasA,Y,1196,0,2006,235737.37223041
1413,49,10800,1Fam,7,7,1,1,5,1976,720,1,GasA,Y,936,0,2009,137214.937140433
1414,65,8777,1Fam,6,5,2,1,4,2006,813,3,GasA,Y,2240,0,2006,186686.152705306
1415,,8877,1Fam,6,6,1,0,8,2007,0,3,GasA,Y,1216,0,2007,125536.25686418
1416,75,10637,TwnhsE,5,5,2,0,8,1972,1145,4,GasA,Y,1489,0,2007,160004.378964397
1417,,10267,1Fam,5,9,2,0,6,2008,630,4,GasA,Y,1801,0,2006,172767.473765213
1418,70,8880,1Fam,5,5,2,0,8,1962,1922,2,GasA,Y,1425,0,2008,143547.079240565
1419,95,2448,1Fam,7,3,2,2,6,1982,853,3,GasA,Y,1929,0,2009,163794.484051225
1420,48,6380,1Fam,4,5,1,1,6,1965,616,3,GasA,Y,936,0,2010,72904.186155915
1421,50,10207,1Fam,7,5,2,0,9,2002,1561,2,GasA,N,1710,0,2008,245361.067596329
1422,105,11096,1Fam,6,8,2,1,11,1960,1008,2,GasA,Y,861,0,2006,211447.034123588
1423,70,8924,1Fam,7,5,1,0,4,1971,1656,3,GasA,Y,902,0,2007,179874.16876793
1424,60,8924,Duplex,7,6,2,1,6,1980,0,3,GasA,Y,1056,0,2010,138244.54183933
1425,104,6853,1Fam,5,5,1,0,5,2005,793,3,GasA,Y,2403,0,2006,132875.117022017
1426,65,10500,1Fam,6,5,2,0,7,1920,1434,3,GasA,Y,1040,0,2007,145295.93402044
1427,78,8089,1Fam,6,6,2,0,4,1999,840,3,GasA,Y,1489,0,2008,138120.287596311
1428,80,6240,1Fam,6,5,1,0,6,1997,612,3,GasA,Y,845,0,2007,140781.879439899
1429,,5925,1Fam,6,7,2,0,11,2005,1686,3,GasA,Y,1644,0,2006,226450.19471624
1430,80,10603,1Fam,9,5,1,1,8,1989,319,3,GasA,Y,1116,0,2009,255338.592562599
1431,51,3500,1Fam,5,5,2,0,7,2004,770,3,GasA,Y,1661,0,2006,123754.455043556
1432,60,6960,1Fam,6,5,1,1,6,1959,440,3,GasA,Y,1225,0,2006,75809.7750117765
1433,80,4500,1Fam,8,5,2,1,4,1995,1032,2,GasA,Y,1550,0,2010,222061.123553548
1434,,7540,Twnhs,5,5,2,0,8,1910,1372,3,GasA,N,2291,0,2006,160856.699159694
1435,70,11250,1Fam,7,5,1,0,5,1987,1269,2,GasA,N,1728,0,2006,200216.632872753
1436,,5600,Duplex,6,6,1,0,5,1984,969,3,GasA,N,1516,0,2008,107911.011736126
1437,35,9554,1Fam,8,5,1,0,7,1956,2444,3,GasA,N,2624,0,2008,285141.924873062
1438,,6792,TwnhsE,7,5,1,0,6,1980,1008,3,GasA,Y,1310,0,2006,131436.377269699
1439,70,2522,1Fam,5,6,1,0,7,1971,2109,2,GasA,Y,1250,0,2006,157853.985783632
1440,50,11900,1Fam,5,5,2,0,7,1963,1024,3,GasA,Y,1472,0,2008,117039.855391364
1441,85,6240,TwnhsE,5,5,1,0,9,2004,894,2,GasA,Y,1604,0,2010,126271.48690198
1442,88,2280,1Fam,8,5,1,1,6,1954,1726,3,GasA,Y,1947,0,2006,256549.028363809
1443,32,7588,1Fam,6,7,2,1,5,2005,928,4,GasA,Y,1774,0,2010,212674.608872102
1444,57,11394,1Fam,6,6,1,0,6,2003,756,2,GasA,Y,2034,0,2009,166230.474466016
1445,60,8100,1Fam,6,4,2,1,7,2003,728,3,GasA,Y,1949,0,2006,195332.161122933
1446,58,6600,1Fam,7,5,2,0,5,1955,768,3,GasA,N,1792,0,2008,156411.139643598
1447,60,1680,1Fam,5,6,1,1,6,1940,882,3,GasW,Y,1269,0,2007,159006.058529311
1448,55,8281,1Fam,5,7,2,1,8,1987,858,2,GasA,N,1644,0,2008,188530.778058994
1449,64,9873,1Fam,5,8,2,0,7,1959,630,3,GasA,Y,1015,0,2006,155760.254612939
1450,91,7200,1Fam,5,6,1,1,8,1978,1304,4,GasA,Y,1118,0,2006,168250.18960401
1451,80,6563,1Fam,6,5,2,0,6,1910,783,4,GasA,Y,1750,0,2007,125656.069465875
1452,51,8777,1Fam,7,5,2,1,6,1980,1673,2,GasA,N,1350,0,2006,156061.604835423
1453,73,12919,1Fam,7,5,1,0,6,1999,1040,3,GasA,Y,752,0,2008,221164.702125122
1454,129,7577,1Fam,7,5,1,0,6,1970,1264,2,GasA,Y,864,0,2009,138368.388669662
1455,,8800,1Fam,7,6,2,1,7,1962,936,2,GasA,Y,1180,0,2008,212882.477252296
1456,,1680,1Fam,6,7,2,1,6,1970,1425,4,GasA,Y,1250,0,2006,136353.236227247
1457,74,7000,TwnhsE,6,6,1,0,7,1959,686,2,GasA,Y,1456,0,2006,133418.8859522
1458,79,10846,1Fam,8,5,2,1,5,2003,980,2,GasA,Y,792,0,2009,239773.767094351
1459,70,9855,1Fam,5,6,1,1,7,1954,1125,6,GasA,Y,1520,0,2008,165436.669116886
1460,44,12137,1Fam,8,5,1,0,14,2000,1208,1,GasA,Y,864,0,2006,329138.76406762
1461,,11207,1Fam,8,6,2,0,9,1993,1026,3,GasA,Y,1230,0,2009,252993.082259208
1462,70,9375,1Fam,6,5,1,1,5,1950,1845,3,GasA,Y,2730,0,2010,171073.358818213
1463,60,3675,TwnhsE,7,3,1,1,8,1922,910,2,GasW,N,1776,0,2006,131899.298974146
1464,47,11600,1Fam,7,5,2,0,8,1910,1856,3,GasA,Y,1324,0,2007,199566.931124093
1465,90,10264,1Fam,4,5,2,1,4,2004,1078,3,GasA,Y,864,0,2009,157841.155576025
1466,60,6930,1Fam,6,5,2,1,7,2005,1344,3,GasA,Y,1419,0,2006,164992.656627701
1467,50,11988,1Fam,6,5,2,0,7,1937,1734,1,GasA,N,1382,0,2010,185443.829992191
1468,70,11717,1Fam,5,6,2,0,5,1908,1026,3,GasA,Y,841,0,2007,142004.824551655
1469,64,12046,1Fam,5,5,1,1,7,1927,520,3,GasA,Y,1411,0,2010,131775.61861855
1470,100,3604,1Fam,4,3,3,1,7,1992,806,3,GasA,N,1200,0,2007,140359.316264871
1471,55,9750,1Fam,4,7,2,1,5,1925,964,3,GasA,N,1471,0,2009,153458.691729548
1472,50,7844,1Fam,3,5,2,0,5,1949,672,2,GasA,Y,2291,0,2007,97987.3354126727
1473,,7200,Twnhs,7,7,2,0,5,1939,0,3,GasA,Y,1296,0,2006,166091.305159129
1474,72,9206,1Fam,5,7,1,1,4,1972,964,3,GasA,Y,1389,0,2008,128102.426904412
1475,,8125,1Fam,6,6,2,1,10,1988,819,3,GasA,Y,1978,0,2009,204680.526433024
1476,60,10628,1Fam,7,5,1,1,4,1976,1362,4,GasA,Y,1471,0,2006,169830.835846511
1477,70,1680,1Fam,6,5,1,0,5,1940,900,2,GasA,Y,1718,0,2008,113545.656866488
1478,34,8450,1Fam,8,5,1,0,6,1925,1684,2,GasA,Y,864,0,2007,255197.184828232
1479,69,8795,1Fam,5,5,1,1,5,1974,105,3,GasA,Y,1004,0,2007,106649.290149
1480,,9967,1Fam,5,5,2,0,9,2001,1163,3,GasA,Y,784,0,2009,189017.647855558
1481,34,5105,1Fam,6,5,1,0,7,1967,483,4,GasA,Y,1844,0,2009,78970.8828717891
1482,80,11841,TwnhsE,6,5,1,0,6,2008,672,3,Wall,Y,1790,0,2009,141436.331002387
1483,78,12552,1Fam,5,5,2,1,5,1920,1063,3,GasA,Y,1842,0,2008,165657.145832234
1484,79,11070,Duplex,6,5,1,1,5,1890,1470,3,GasA,Y,1796,0,2007,149008.42528925
1485,95,13501,1Fam,7,5,1,0,4,1984,926,2,GasA,Y,1396,0,2006,175140.538490071
1486,68,10382,1Fam,6,8,1,0,5,1941,768,2,GasA,Y,1728,0,2009,159880.832686091
1487,50,11999,1Fam,6,5,1,1,7,2004,928,2,GasA,Y,1728,0,2008,165616.07445388
1488,,7200,Duplex,6,7,1,1,6,2003,876,3,GasA,Y,1479,0,2006,110090.254650774
1489,65,8500,1Fam,6,6,2,1,5,1969,1029,3,GasA,Y,1470,0,2007,198546.870637938
1490,50,10603,1Fam,6,7,2,0,8,2000,802,3,GasA,N,1742,0,2008,178522.954409714
1491,70,1680,Twnhs,7,7,1,1,6,1973,1288,4,GasA,Y,1048,0,2010,194245.486629017
1492,74,10029,1Fam,6,5,2,1,10,1960,1554,2,GasA,Y,2630,0,2008,154542.297327743
1493,,10400,1Fam,6,5,3,1,5,1957,994,3,GasA,Y,2418,0,2008,182792.062495906
1494,71,10665,1Fam,5,6,1,1,6,2004,1080,3,GasA,Y,1720,0,2006,158061.706689881
1495,55,8593,1Fam,8,7,1,0,5,2006,811,3,GasA,Y,1494,0,2008,239093.714308555
1496,60,14154,1Fam,7,5,2,1,9,1920,624,3,GasA,Y,2263,0,2007,167030.902075324
1497,62,7200,1Fam,5,5,2,0,5,1976,896,1,GasA,Y,1718,0,2008,142877.731037906
1498,63,18386,1Fam,7,5,2,1,10,1937,1814,3,GasA,Y,1950,0,2010,220077.249363609
1499,68,5790,1Fam,8,5,2,1,5,1972,1065,3,GasA,Y,1680,0,2007,166996.159450731
1500,50,10140,1Fam,6,4,1,0,9,2005,1470,3,GasA,Y,2200,0,2009,189304.029313022
1501,,10552,Duplex,7,7,2,0,7,1960,1040,3,GasA,Y,1040,0,2010,162392.117866213
1502,68,7758,TwnhsE,6,8,2,0,6,2007,849,3,GasA,Y,902,0,2009,189479.94164792
1503,60,14803,1Fam,6,5,2,1,8,1971,969,3,GasA,Y,1944,0,2009,164397.553558605
1504,80,10625,1Fam,5,5,1,0,5,1940,1063,3,GasA,Y,1621,0,2008,128078.022038675
1505,62,11457,1Fam,4,8,1,0,7,1976,1176,3,GasA,N,1928,0,2009,184183.934974486
1506,174,2308,TwnhsE,6,5,2,0,5,2003,0,2,GasA,Y,1935,0,2009,175780.160270787
1507,121,8450,1Fam,7,5,2,1,8,1914,1136,3,GasA,Y,1382,0,2009,220747.336847154
1508,68,13474,1Fam,5,5,1,0,4,1966,832,3,GasA,Y,1922,0,2006,121620.203327044
1509,,9786,Twnhs,7,5,1,0,6,1993,1200,3,GasA,Y,1744,0,2008,222883.289388038
1510,,7301,1Fam,8,5,2,0,8,2003,893,2,GasA,Y,2614,0,2008,210780.583610889
1511,,11287,1Fam,6,5,2,0,8,1995,994,2,GasA,Y,1800,0,2006,231760.880448649
1512,32,10005,1Fam,6,5,1,1,7,2005,806,3,GasA,Y,1077,0,2007,171358.801734323
1513,85,9144,1Fam,6,6,1,1,7,1997,1226,3,GasA,Y,848,0,2006,175656.70438132
1514,43,8520,1Fam,6,5,2,0,9,1976,1184,3,GasA,Y,1244,0,2008,120977.148716069
1515,90,13159,1Fam,7,7,2,0,5,1904,1766,2,GasA,Y,2094,0,2006,253896.96806217
1516,79,8450,TwnhsE,9,6,0,0,6,1959,1330,3,GasA,Y,1500,0,2007,260272.618874375
1517,105,10562,1Fam,8,7,1,0,9,1997,729,3,GasA,Y,951,0,2006,159310.761383964
1518,92,7018,Duplex,8,9,1,0,6,1936,796,1,GasA,Y,1200,0,2010,184044.546752853
1519,60,9750,1Fam,6,5,2,1,5,1968,915,4,GasA,Y,2295,0,2007,175102.478893101
1520,,5500,Duplex,4,5,2,1,7,1941,804,2,GasA,Y,2402,0,2006,96695.1824067318
1521,59,10106,TwnhsE,7,5,3,1,7,1954,816,3,GasA,Y,1661,0,2006,189783.012886125
1522,121,14000,1Fam,10,8,2,0,8,1958,1386,3,GasA,Y,1266,0,2008,232987.739452866
1523,52,7200,1Fam,6,6,1,0,7,1978,1041,4,GasA,Y,1894,0,2006,148996.510702741
1524,78,3196,1Fam,9,5,1,1,6,2000,1200,1,GasA,Y,1548,0,2010,270219.268521808
1525,,9600,1Fam,5,8,2,1,5,1926,864,3,GasA,Y,2161,0,2007,169315.680736505
1526,70,7800,1Fam,5,6,2,1,6,2007,960,3,GasA,Y,1056,0,2009,133660.956381545
