id,species1,species2,species3,species4,species5,species6,species7,species8,species9,species10
sample_370,0.016800925,1.81E-05,0.983180944,0,0,0,0,0,0,0
sample_371,0.000536207,0.999463788,5.34E-09,0,0,0,0,0,0,0
sample_372,0.000219429,0.99978057,1.80E-09,0,0,0,0,0,0,0
sample_373,0.003619618,6.22E-06,0.996374159,0,0,0,0,0,0,0
sample_374,0.029474241,6.98E-05,0.970455942,0,0,0,0,0,0,0
sample_375,0.000274436,0.999725562,1.92E-09,0,0,0,0,0,0,0
sample_376,0.001894867,1.13E-05,0.998093836,0,0,0,0,0,0,0
sample_377,0.983900294,0.014439688,0.001660019,0,0,0,0,0,0,0
sample_378,0.010936611,2.34E-05,0.989040035,0,0,0,0,0,0,0
sample_379,0.001766147,0.998233833,2.04E-08,0,0,0,0,0,0,0
sample_380,0.007811519,1.04E-05,0.992178107,0,0,0,0,0,0,0
sample_381,0.044651061,0.955348252,6.88E-07,0,0,0,0,0,0,0
sample_382,0.000946669,3.42E-06,0.999049908,0,0,0,0,0,0,0
sample_383,0.000540924,0.999459072,3.23E-09,0,0,0,0,0,0,0
sample_384,0.000341541,0.999658457,2.28E-09,0,0,0,0,0,0,0
sample_385,0.000536228,0.999463768,3.32E-09,0,0,0,0,0,0,0
sample_386,0.090202437,7.10E-05,0.90972657,0,0,0,0,0,0,0
sample_387,0.528771064,0.47122561,3.33E-06,0,0,0,0,0,0,0
sample_388,0.165041709,0.834945659,1.26E-05,0,0,0,0,0,0,0
sample_389,0.998231601,0.001330077,0.000438322,0,0,0,0,0,0,0
sample_390,0.134974273,0.865025023,7.04E-07,0,0,0,0,0,0,0
sample_391,0.996473181,0.002797617,0.000729202,0,0,0,0,0,0,0
sample_392,0.959960345,0.033582439,0.006457216,0,0,0,0,0,0,0
sample_393,0.001171366,6.48E-06,0.998822152,0,0,0,0,0,0,0
sample_394,0.001643628,0.998356364,8.41E-09,0,0,0,0,0,0,0
sample_395,0.001406453,0.998593535,1.19E-08,0,0,0,0,0,0,0
sample_396,0.31290019,0.001517114,0.685582697,0,0,0,0,0,0,0
sample_397,0.007395472,0.992604492,3.54E-08,0,0,0,0,0,0,0
sample_398,0.496179415,0.503807684,1.29E-05,0,0,0,0,0,0,0
sample_399,0.694043802,0.305947021,9.18E-06,0,0,0,0,0,0,0
sample_400,0.02138463,0.978615261,1.09E-07,0,0,0,0,0,0,0
sample_401,0.020877745,0.979122155,1.01E-07,0,0,0,0,0,0,0
sample_402,0.001115237,4.41E-06,0.998880351,0,0,0,0,0,0,0
sample_403,0.000165198,0.999834801,1.35E-09,0,0,0,0,0,0,0
sample_404,0.000635093,0.999364903,3.70E-09,0,0,0,0,0,0,0
sample_405,0.931707978,0.039007512,0.029284509,0,0,0,0,0,0,0
sample_406,0.000155858,0.999844141,1.32E-09,0,0,0,0,0,0,0
sample_407,0.001220026,0.998779953,2.05E-08,0,0,0,0,0,0,0
sample_408,0.003708393,0.996291579,2.81E-08,0,0,0,0,0,0,0
sample_409,0.971449198,0.028516356,3.44E-05,0,0,0,0,0,0,0
sample_410,0.947677108,0.051589559,0.000733334,0,0,0,0,0,0,0
sample_411,0.000161687,0.999838311,1.66E-09,0,0,0,0,0,0,0
sample_412,0.001076319,1.01E-05,0.998913589,0,0,0,0,0,0,0
sample_413,0.695718508,0.00162941,0.302652082,0,0,0,0,0,0,0
sample_414,0.44388121,0.001298275,0.554820515,0,0,0,0,0,0,0
sample_415,0.709516702,0.002077595,0.288405703,0,0,0,0,0,0,0
sample_416,0.359632022,0.64036596,2.02E-06,0,0,0,0,0,0,0
sample_417,0.942731372,0.057219028,4.96E-05,0,0,0,0,0,0,0
sample_418,0.096822435,7.93E-05,0.903098235,0,0,0,0,0,0,0
sample_419,0.997260672,0.002504319,0.000235008,0,0,0,0,0,0,0
sample_420,0.001736812,0.998263147,4.08E-08,0,0,0,0,0,0,0
sample_421,0.001118463,0.998881519,1.77E-08,0,0,0,0,0,0,0
sample_422,0.834394122,0.001625536,0.163980342,0,0,0,0,0,0,0
sample_423,0.103014376,0.896978018,7.61E-06,0,0,0,0,0,0,0
sample_424,0.950408522,0.046122797,0.003468681,0,0,0,0,0,0,0
sample_425,0.99341511,0.00111439,0.005470501,0,0,0,0,0,0,0
sample_426,0.881536679,0.118439546,2.38E-05,0,0,0,0,0,0,0
sample_427,0.017226336,0.98277296,7.04E-07,0,0,0,0,0,0,0
sample_428,0.065301872,0.000225222,0.934472906,0,0,0,0,0,0,0
sample_429,0.488830824,0.000373051,0.510796125,0,0,0,0,0,0,0
sample_430,0.000777571,0.99922242,8.96E-09,0,0,0,0,0,0,0
sample_431,0.990524908,0.007839899,0.001635193,0,0,0,0,0,0,0
sample_432,0.62569792,0.374293648,8.43E-06,0,0,0,0,0,0,0
sample_433,0.08421751,0.915781841,6.49E-07,0,0,0,0,0,0,0
sample_434,0.120211774,0.879775893,1.23E-05,0,0,0,0,0,0,0
sample_435,0.00137947,4.43E-06,0.998616096,0,0,0,0,0,0,0
sample_436,0.027844442,0.972154816,7.43E-07,0,0,0,0,0,0,0
sample_437,0.898631379,0.100317075,0.001051546,0,0,0,0,0,0,0
sample_438,0.000834428,5.04E-06,0.999160532,0,0,0,0,0,0,0
sample_439,0.600627231,0.399269391,0.000103378,0,0,0,0,0,0,0
sample_440,0.004608211,1.76E-05,0.995374146,0,0,0,0,0,0,0
sample_441,0.000207741,0.999792258,1.47E-09,0,0,0,0,0,0,0
sample_442,0.00663942,3.47E-05,0.993325878,0,0,0,0,0,0,0
sample_443,0.000865966,3.58E-06,0.999130457,0,0,0,0,0,0,0
sample_444,0.004772035,0.995227905,6.07E-08,0,0,0,0,0,0,0
sample_445,0.069104436,0.930890831,4.73E-06,0,0,0,0,0,0,0
sample_446,0.689739555,0.000409941,0.309850504,0,0,0,0,0,0,0
sample_447,0.433184782,0.566812666,2.55E-06,0,0,0,0,0,0,0
sample_448,0.067471935,0.000591339,0.931936726,0,0,0,0,0,0,0
sample_449,0.003506694,1.74E-05,0.996475863,0,0,0,0,0,0,0
sample_450,0.995658634,0.003564532,0.000776834,0,0,0,0,0,0,0
sample_451,0.097744242,0.902255111,6.47E-07,0,0,0,0,0,0,0
sample_452,0.966479058,0.031085098,0.002435844,0,0,0,0,0,0,0
sample_453,0.022147249,2.29E-05,0.977829878,0,0,0,0,0,0,0
sample_454,0.995768909,0.001211546,0.003019545,0,0,0,0,0,0,0
sample_455,0.997603175,0.001075997,0.001320828,0,0,0,0,0,0,0
sample_456,0.893435217,0.106166853,0.000397931,0,0,0,0,0,0,0
sample_457,0.168278259,0.002320388,0.829401353,0,0,0,0,0,0,0
sample_458,0.988114638,0.011817745,6.76E-05,0,0,0,0,0,0,0
sample_459,0.001207047,3.52E-06,0.99878943,0,0,0,0,0,0,0
sample_460,0.002906898,2.19E-05,0.997071219,0,0,0,0,0,0,0
sample_461,0.000758766,0.999241221,1.31E-08,0,0,0,0,0,0,0
sample_462,0.000114958,0.999885041,1.13E-09,0,0,0,0,0,0,0
sample_463,0.010868703,0.989131159,1.37E-07,0,0,0,0,0,0,0
sample_464,0.122741552,0.000357163,0.876901285,0,0,0,0,0,0,0
sample_465,0.000400655,0.999599343,2.42E-09,0,0,0,0,0,0,0
sample_466,0.0004924,0.999507597,2.87E-09,0,0,0,0,0,0,0
sample_467,0.732505951,0.267415075,7.90E-05,0,0,0,0,0,0,0
sample_468,0.01124112,0.988758805,7.55E-08,0,0,0,0,0,0,0
sample_469,0.000290262,0.999709736,1.89E-09,0,0,0,0,0,0,0
sample_470,0.988309124,0.011555556,0.00013532,0,0,0,0,0,0,0
sample_471,0.050226642,0.94977116,2.20E-06,0,0,0,0,0,0,0
sample_472,0.996917171,0.002513403,0.000569426,0,0,0,0,0,0,0
sample_473,0.453740074,0.000321372,0.545938554,0,0,0,0,0,0,0
sample_474,0.007350095,1.13E-05,0.992638583,0,0,0,0,0,0,0
sample_475,0.000170745,0.999829253,2.02E-09,0,0,0,0,0,0,0
sample_476,0.001196321,1.14E-05,0.998792244,0,0,0,0,0,0,0
sample_477,0.015738398,6.23E-05,0.984199336,0,0,0,0,0,0,0
sample_478,0.008957787,8.99E-05,0.990952349,0,0,0,0,0,0,0
sample_479,0.0077991,0.992200858,4.21E-08,0,0,0,0,0,0,0
sample_480,0.005052021,7.68E-06,0.9949403,0,0,0,0,0,0,0
sample_481,0.340697311,0.659299499,3.19E-06,0,0,0,0,0,0,0
sample_482,0.650549157,0.349443946,6.90E-06,0,0,0,0,0,0,0
sample_483,0.00037786,0.999622138,2.32E-09,0,0,0,0,0,0,0
sample_484,0.041040929,0.958957637,1.43E-06,0,0,0,0,0,0,0
sample_485,0.544379949,0.000728745,0.454891306,0,0,0,0,0,0,0
sample_486,0.027147748,0.972851585,6.67E-07,0,0,0,0,0,0,0
sample_487,0.004962321,0.995037564,1.15E-07,0,0,0,0,0,0,0
sample_488,0.013007805,1.80E-05,0.986974199,0,0,0,0,0,0,0
sample_489,0.001971793,0.998028167,3.99E-08,0,0,0,0,0,0,0
sample_490,0.979858804,0.020049775,9.14E-05,0,0,0,0,0,0,0
sample_491,0.000642213,0.999357779,7.87E-09,0,0,0,0,0,0,0
sample_492,0.001678261,0.998321725,1.35E-08,0,0,0,0,0,0,0
sample_493,0.659293321,0.340687468,1.92E-05,0,0,0,0,0,0,0
sample_494,0.969194864,0.007620372,0.023184764,0,0,0,0,0,0,0
sample_495,0.993642973,0.006295221,6.18E-05,0,0,0,0,0,0,0
sample_496,0.981524388,0.018196224,0.000279388,0,0,0,0,0,0,0
sample_497,0.922732485,0.077242449,2.51E-05,0,0,0,0,0,0,0
sample_498,0.353224075,0.001914355,0.644861571,0,0,0,0,0,0,0
sample_499,0.997241772,0.001812127,0.000946101,0,0,0,0,0,0,0
sample_500,0.003564599,0.996435366,3.50E-08,0,0,0,0,0,0,0
sample_501,0.998293852,0.001282603,0.000423545,0,0,0,0,0,0,0
sample_502,0.011444594,0.988555288,1.17E-07,0,0,0,0,0,0,0
sample_503,0.974851055,0.025126825,2.21E-05,0,0,0,0,0,0,0
sample_504,0.967158244,0.02125313,0.011588625,0,0,0,0,0,0,0
sample_505,0.445704786,0.001092249,0.553202964,0,0,0,0,0,0,0
sample_506,0.745314643,0.254521513,0.000163844,0,0,0,0,0,0,0
sample_507,0.028247193,0.971751935,8.73E-07,0,0,0,0,0,0,0
sample_508,0.000999283,0.999000709,7.55E-09,0,0,0,0,0,0,0
sample_509,0.996951958,0.002908169,0.000139873,0,0,0,0,0,0,0
sample_510,0.768645541,0.230427081,0.000927379,0,0,0,0,0,0,0
sample_511,0.898507301,0.101472098,2.06E-05,0,0,0,0,0,0,0
sample_512,0.059051413,0.940945454,3.13E-06,0,0,0,0,0,0,0
sample_513,0.987941029,0.010944087,0.001114884,0,0,0,0,0,0,0
sample_514,0.993576337,0.005741851,0.000681811,0,0,0,0,0,0,0
sample_515,0.000312069,0.999687929,2.01E-09,0,0,0,0,0,0,0
sample_516,0.027359816,0.972639459,7.25E-07,0,0,0,0,0,0,0
sample_517,0.011928872,0.988071074,5.41E-08,0,0,0,0,0,0,0
sample_518,0.024676081,0.975323796,1.23E-07,0,0,0,0,0,0,0
sample_519,0.000755063,0.999244933,4.55E-09,0,0,0,0,0,0,0
sample_520,0.000159735,0.999840263,1.26E-09,0,0,0,0,0,0,0
sample_521,0.838177728,0.00200587,0.159816401,0,0,0,0,0,0,0
sample_522,0.026873806,0.97312547,7.24E-07,0,0,0,0,0,0,0
sample_523,0.885967087,0.114023803,9.11E-06,0,0,0,0,0,0,0
sample_524,0.845341707,0.154429868,0.000228424,0,0,0,0,0,0,0
sample_525,0.000364473,0.999635523,3.74E-09,0,0,0,0,0,0,0
sample_526,0.001485147,5.90E-06,0.99850895,0,0,0,0,0,0,0
sample_527,0.589499027,0.410322664,0.000178309,0,0,0,0,0,0,0
sample_528,0.014826126,2.00E-05,0.985153824,0,0,0,0,0,0,0
sample_529,0.994276944,0.004018647,0.001704409,0,0,0,0,0,0,0
sample_530,0.639366781,0.000564587,0.360068633,0,0,0,0,0,0,0
sample_531,0.988551318,0.007199216,0.004249466,0,0,0,0,0,0,0
sample_532,0.018840834,0.981159061,1.05E-07,0,0,0,0,0,0,0
sample_533,0.001086174,0.99891382,5.73E-09,0,0,0,0,0,0,0
sample_534,0.880240985,0.119040686,0.00071833,0,0,0,0,0,0,0
sample_535,0.791229299,0.005777803,0.202992897,0,0,0,0,0,0,0
sample_536,0.002665052,1.97E-05,0.997315248,0,0,0,0,0,0,0
sample_537,0.370639119,0.629357434,3.45E-06,0,0,0,0,0,0,0
sample_538,0.003498145,1.70E-05,0.996484887,0,0,0,0,0,0,0
sample_539,0.001140949,0.998859032,1.86E-08,0,0,0,0,0,0,0
sample_540,0.794319251,0.205630556,5.02E-05,0,0,0,0,0,0,0
sample_541,0.002750667,5.21E-06,0.99724412,0,0,0,0,0,0,0
sample_542,0.000940577,3.52E-06,0.999055899,0,0,0,0,0,0,0
sample_543,0.000125776,0.999874223,1.12E-09,0,0,0,0,0,0,0
sample_544,0.000380122,0.999619875,2.51E-09,0,0,0,0,0,0,0
sample_545,0.010162894,2.05E-05,0.989816577,0,0,0,0,0,0,0
sample_546,0.996926991,0.002210958,0.00086205,0,0,0,0,0,0,0
sample_547,0.748953281,0.251029613,1.71E-05,0,0,0,0,0,0,0
sample_548,0.000811198,4.03E-06,0.999184776,0,0,0,0,0,0,0
sample_549,0.094105863,0.905891999,2.14E-06,0,0,0,0,0,0,0
sample_550,0.069857465,0.930141231,1.30E-06,0,0,0,0,0,0,0
sample_551,0.865612091,0.134350974,3.69E-05,0,0,0,0,0,0,0
sample_552,0.955188596,0.044694241,0.000117164,0,0,0,0,0,0,0
sample_553,0.888848096,0.00481958,0.106332324,0,0,0,0,0,0,0
sample_554,0.000953459,0.999046535,5.19E-09,0,0,0,0,0,0,0
sample_555,0.000611261,0.999388734,4.99E-09,0,0,0,0,0,0,0
sample_556,0.69109584,0.308861551,4.26E-05,0,0,0,0,0,0,0
sample_557,0.001497751,1.40E-05,0.998488233,0,0,0,0,0,0,0
sample_558,0.015148809,0.984851122,6.82E-08,0,0,0,0,0,0,0
sample_559,0.003411748,0.996588236,1.61E-08,0,0,0,0,0,0,0
sample_560,0.682297694,0.317674345,2.80E-05,0,0,0,0,0,0,0
sample_561,0.821462276,0.02522341,0.153314313,0,0,0,0,0,0,0
sample_562,0.040129732,0.000189667,0.9596806,0,0,0,0,0,0,0
sample_563,0.363686796,0.636243672,6.95E-05,0,0,0,0,0,0,0
sample_564,0.000780674,0.999219321,5.09E-09,0,0,0,0,0,0,0
sample_565,0.793503178,0.206488706,8.12E-06,0,0,0,0,0,0,0
sample_566,0.980013808,0.019941419,4.48E-05,0,0,0,0,0,0,0
sample_567,0.01923284,3.00E-05,0.980737162,0,0,0,0,0,0,0
sample_568,0.000304602,0.999695394,4.12E-09,0,0,0,0,0,0,0
sample_569,0.000172723,0.999827275,1.29E-09,0,0,0,0,0,0,0
sample_570,0.001200285,0.998799708,6.28E-09,0,0,0,0,0,0,0
sample_571,0.134653385,0.865339482,7.13E-06,0,0,0,0,0,0,0
sample_572,0.273892148,0.726079352,2.85E-05,0,0,0,0,0,0,0
sample_573,0.990841573,0.000606747,0.00855168,0,0,0,0,0,0,0
sample_574,0.000250486,0.999749512,1.85E-09,0,0,0,0,0,0,0
sample_575,0.001109073,0.99889092,6.53E-09,0,0,0,0,0,0,0
sample_576,0.730988426,0.268931588,8.00E-05,0,0,0,0,0,0,0
sample_577,0.017825127,0.982174792,8.08E-08,0,0,0,0,0,0,0
sample_578,0.002208834,4.84E-06,0.997786327,0,0,0,0,0,0,0
sample_579,0.001265516,0.998734466,1.81E-08,0,0,0,0,0,0,0
sample_580,0.018576471,2.06E-05,0.981402933,0,0,0,0,0,0,0
sample_581,0.59485908,0.404791259,0.000349661,0,0,0,0,0,0,0
sample_582,0.000840806,4.66E-06,0.999154536,0,0,0,0,0,0,0
sample_583,0.993342078,0.006575145,8.28E-05,0,0,0,0,0,0,0
sample_584,0.001532409,9.90E-06,0.998457696,0,0,0,0,0,0,0
sample_585,0.00015843,0.999841568,1.79E-09,0,0,0,0,0,0,0
sample_586,0.066372204,0.933626845,9.51E-07,0,0,0,0,0,0,0
sample_587,0.000175965,0.999824033,1.74E-09,0,0,0,0,0,0,0
sample_588,0.928712643,0.071180572,0.000106785,0,0,0,0,0,0,0
sample_589,0.006012235,2.81E-05,0.993959682,0,0,0,0,0,0,0
sample_590,0.622767993,0.000494669,0.376737338,0,0,0,0,0,0,0
sample_591,0.004861906,7.51E-06,0.995130587,0,0,0,0,0,0,0
sample_592,0.457626678,0.542370303,3.02E-06,0,0,0,0,0,0,0
sample_593,0.000514265,0.999485732,2.98E-09,0,0,0,0,0,0,0
sample_594,0.001240119,9.02E-06,0.998750865,0,0,0,0,0,0,0
sample_595,0.021960115,2.32E-05,0.978016676,0,0,0,0,0,0,0
sample_596,0.000271737,0.99972826,2.38E-09,0,0,0,0,0,0,0
sample_597,0.052029965,0.947968397,1.64E-06,0,0,0,0,0,0,0
sample_598,0.984411041,0.015556749,3.22E-05,0,0,0,0,0,0,0
sample_599,0.989081742,0.010547809,0.000370448,0,0,0,0,0,0,0
sample_600,0.001589062,1.04E-05,0.998400553,0,0,0,0,0,0,0
sample_601,0.968674742,0.006092514,0.025232744,0,0,0,0,0,0,0
sample_602,0.420315775,0.579669278,1.49E-05,0,0,0,0,0,0,0
sample_603,0.521438737,0.001188751,0.477372512,0,0,0,0,0,0,0
sample_604,0.000131607,0.999868391,1.11E-09,0,0,0,0,0,0,0
sample_605,0.007348973,1.67E-05,0.99263429,0,0,0,0,0,0,0
sample_606,0.01179997,0.000120265,0.988079764,0,0,0,0,0,0,0
sample_607,0.906197083,0.093759302,4.36E-05,0,0,0,0,0,0,0
sample_608,0.006555987,0.993443982,3.09E-08,0,0,0,0,0,0,0
sample_609,0.29143182,0.708565452,2.73E-06,0,0,0,0,0,0,0
sample_610,0.552348552,0.000681427,0.446970022,0,0,0,0,0,0,0
sample_611,0.006061734,0.993938236,3.04E-08,0,0,0,0,0,0,0
sample_612,0.001089691,5.69E-06,0.998904621,0,0,0,0,0,0,0
sample_613,0.000514106,0.99948589,3.83E-09,0,0,0,0,0,0,0
sample_614,0.000112045,0.999887954,1.15E-09,0,0,0,0,0,0,0
sample_615,0.001016247,6.62E-06,0.998977133,0,0,0,0,0,0,0
sample_616,0.000859437,4.73E-06,0.999135829,0,0,0,0,0,0,0
sample_617,0.356826771,0.643167159,6.07E-06,0,0,0,0,0,0,0
sample_618,0.000958124,3.67E-06,0.999038203,0,0,0,0,0,0,0
sample_619,0.105448941,0.894537281,1.38E-05,0,0,0,0,0,0,0
sample_620,0.705621706,0.005491322,0.288886973,0,0,0,0,0,0,0
sample_621,0.000349453,0.999650543,4.41E-09,0,0,0,0,0,0,0
sample_622,0.005823638,0.994176286,7.63E-08,0,0,0,0,0,0,0
sample_623,0.009412033,0.990587823,1.44E-07,0,0,0,0,0,0,0
sample_624,0.000522697,0.999477299,3.91E-09,0,0,0,0,0,0,0
sample_625,0.069861413,6.84E-05,0.930070186,0,0,0,0,0,0,0
sample_626,0.773436459,0.225840673,0.000722867,0,0,0,0,0,0,0
sample_627,0.001221592,3.53E-06,0.998774879,0,0,0,0,0,0,0
sample_628,0.884132111,0.112397422,0.003470468,0,0,0,0,0,0,0
sample_629,0.933625736,0.061168355,0.005205909,0,0,0,0,0,0,0
sample_630,0.194253882,0.000225567,0.805520551,0,0,0,0,0,0,0
sample_631,0.001520789,0.998479194,1.70E-08,0,0,0,0,0,0,0
sample_632,0.516537409,0.483459402,3.19E-06,0,0,0,0,0,0,0
sample_633,0.929141441,0.067102795,0.003755765,0,0,0,0,0,0,0
sample_634,0.000713453,0.999286543,4.16E-09,0,0,0,0,0,0,0
sample_635,0.000400217,0.999599778,5.29E-09,0,0,0,0,0,0,0
sample_636,0.944422271,0.019838526,0.035739204,0,0,0,0,0,0,0
sample_637,0.963679973,0.034143906,0.00217612,0,0,0,0,0,0,0
sample_638,0.005572365,1.28E-05,0.994414786,0,0,0,0,0,0,0
sample_639,0.000539843,0.999460154,3.12E-09,0,0,0,0,0,0,0
sample_640,0.00129257,8.50E-06,0.998698933,0,0,0,0,0,0,0
sample_641,0.706530937,0.293461009,8.05E-06,0,0,0,0,0,0,0
sample_642,0.00067169,0.999328306,3.76E-09,0,0,0,0,0,0,0
sample_643,0.001369956,7.71E-06,0.998622331,0,0,0,0,0,0,0
sample_644,0.010563892,0.989435908,2.00E-07,0,0,0,0,0,0,0
sample_645,0.012268488,0.987731079,4.33E-07,0,0,0,0,0,0,0
sample_646,0.873406908,0.126546242,4.69E-05,0,0,0,0,0,0,0
sample_647,0.932253487,0.067630936,0.000115577,0,0,0,0,0,0,0
sample_648,0.000287517,0.999712481,2.04E-09,0,0,0,0,0,0,0
sample_649,0.242844111,0.000180618,0.756975271,0,0,0,0,0,0,0
sample_650,0.019127586,2.95E-05,0.980842883,0,0,0,0,0,0,0
sample_651,0.99797945,0.001626031,0.000394519,0,0,0,0,0,0,0
sample_652,0.017244706,0.982755176,1.18E-07,0,0,0,0,0,0,0
sample_653,0.001446787,5.76E-06,0.998547454,0,0,0,0,0,0,0
sample_654,0.210255779,0.789742999,1.22E-06,0,0,0,0,0,0,0
sample_655,0.001162098,3.48E-06,0.99883442,0,0,0,0,0,0,0
sample_656,0.011602168,0.98839778,5.23E-08,0,0,0,0,0,0,0
sample_657,0.191333956,0.000854102,0.807811942,0,0,0,0,0,0,0
sample_658,0.000940738,6.57E-06,0.999052694,0,0,0,0,0,0,0
sample_659,0.001262132,3.57E-06,0.9987343,0,0,0,0,0,0,0
sample_660,0.004786621,0.995213335,4.35E-08,0,0,0,0,0,0,0
sample_661,0.964547836,0.035388556,6.36E-05,0,0,0,0,0,0,0
sample_662,0.000127818,0.999872181,1.15E-09,0,0,0,0,0,0,0
sample_663,0.000867355,0.999132631,1.46E-08,0,0,0,0,0,0,0
sample_664,0.000528177,0.999471819,4.39E-09,0,0,0,0,0,0,0
sample_665,0.02041199,0.979587836,1.74E-07,0,0,0,0,0,0,0
sample_666,0.505989139,0.493997514,1.33E-05,0,0,0,0,0,0,0
sample_667,0.791210303,0.208764777,2.49E-05,0,0,0,0,0,0,0
sample_668,0.978193376,0.001032675,0.020773949,0,0,0,0,0,0,0
sample_669,0.420646878,0.579350669,2.45E-06,0,0,0,0,0,0,0
sample_670,0.021191546,0.000179049,0.978629405,0,0,0,0,0,0,0
sample_671,0.000742244,0.999257752,4.14E-09,0,0,0,0,0,0,0
sample_672,0.131246791,0.868748168,5.04E-06,0,0,0,0,0,0,0
sample_673,0.976023142,0.006895875,0.017080983,0,0,0,0,0,0,0
sample_674,0.001332629,0.998667357,1.47E-08,0,0,0,0,0,0,0
sample_675,0.000322237,0.99967776,2.84E-09,0,0,0,0,0,0,0
sample_676,0.003656945,6.20E-06,0.996336855,0,0,0,0,0,0,0
sample_677,0.99658152,0.000981244,0.002437236,0,0,0,0,0,0,0
sample_678,0.749024065,0.00323167,0.247744265,0,0,0,0,0,0,0
sample_679,0.99379301,0.000950202,0.005256788,0,0,0,0,0,0,0
sample_680,0.603001443,0.396806777,0.000191781,0,0,0,0,0,0,0
sample_681,0.00680484,0.993195092,6.79E-08,0,0,0,0,0,0,0
sample_682,0.102899043,7.39E-05,0.897027009,0,0,0,0,0,0,0
sample_683,0.979788136,0.020070922,0.000140942,0,0,0,0,0,0,0
sample_684,0.000274783,0.999725214,3.11E-09,0,0,0,0,0,0,0
sample_685,0.000310611,0.999689387,1.98E-09,0,0,0,0,0,0,0
sample_686,0.978578588,0.017841396,0.003580016,0,0,0,0,0,0,0
sample_687,0.985671707,0.013761153,0.00056714,0,0,0,0,0,0,0
sample_688,0.003590208,1.06E-05,0.99639923,0,0,0,0,0,0,0
sample_689,0.000149625,0.999850374,1.18E-09,0,0,0,0,0,0,0
sample_690,0.000972017,5.00E-06,0.999022981,0,0,0,0,0,0,0
sample_691,0.000672863,0.999327134,3.74E-09,0,0,0,0,0,0,0
sample_692,0.996523198,0.000733138,0.002743664,0,0,0,0,0,0,0
sample_693,0.534968493,0.464954905,7.66E-05,0,0,0,0,0,0,0
sample_694,0.175094421,0.824904116,1.46E-06,0,0,0,0,0,0,0
sample_695,0.001269885,1.11E-05,0.998719031,0,0,0,0,0,0,0
sample_696,0.000833071,5.43E-06,0.999161497,0,0,0,0,0,0,0
sample_697,0.026412812,0.000111298,0.97347589,0,0,0,0,0,0,0
sample_698,0.014363635,3.96E-05,0.985596763,0,0,0,0,0,0,0
sample_699,0.001470457,4.00E-06,0.998525541,0,0,0,0,0,0,0
sample_700,0.026567902,9.26E-05,0.973339488,0,0,0,0,0,0,0
sample_701,0.003570179,1.22E-05,0.996417575,0,0,0,0,0,0,0
sample_702,0.66053712,0.339440937,2.19E-05,0,0,0,0,0,0,0
sample_703,0.840821953,0.158784647,0.0003934,0,0,0,0,0,0,0
sample_704,0.048031522,0.951967918,5.61E-07,0,0,0,0,0,0,0
sample_705,0.366306801,0.001191963,0.632501236,0,0,0,0,0,0,0
sample_706,0.000164932,0.999835067,1.34E-09,0,0,0,0,0,0,0
sample_707,0.000970164,0.999029827,9.72E-09,0,0,0,0,0,0,0
sample_708,0.002576031,0.997423954,1.47E-08,0,0,0,0,0,0,0
sample_709,0.533922076,0.466033783,4.41E-05,0,0,0,0,0,0,0
sample_710,0.656537111,0.343429239,3.37E-05,0,0,0,0,0,0,0
sample_711,0.000474234,0.999525763,3.17E-09,0,0,0,0,0,0,0
sample_712,0.956602231,0.043321512,7.63E-05,0,0,0,0,0,0,0
sample_713,0.024871953,0.975127107,9.40E-07,0,0,0,0,0,0,0
sample_714,0.000254532,0.999745466,1.71E-09,0,0,0,0,0,0,0
sample_715,0.172693136,0.827293308,1.36E-05,0,0,0,0,0,0,0
sample_716,0.913985255,0.084507335,0.001507409,0,0,0,0,0,0,0
sample_717,0.003172442,0.996827528,2.97E-08,0,0,0,0,0,0,0
sample_718,0.000894504,0.999105491,4.78E-09,0,0,0,0,0,0,0
sample_719,0.486224741,0.513750333,2.49E-05,0,0,0,0,0,0,0
sample_720,0.011668655,0.988331079,2.67E-07,0,0,0,0,0,0,0
sample_721,0.003330396,6.21E-06,0.996663395,0,0,0,0,0,0,0
sample_722,0.9686686,0.031186507,0.000144893,0,0,0,0,0,0,0
sample_723,0.930110348,0.065906456,0.003983196,0,0,0,0,0,0,0
sample_724,0.33226896,0.000784349,0.666946691,0,0,0,0,0,0,0
sample_725,0.457134608,0.542814586,5.08E-05,0,0,0,0,0,0,0
sample_726,0.000105517,0.999894482,1.05E-09,0,0,0,0,0,0,0
sample_727,0.000394773,0.999605225,2.48E-09,0,0,0,0,0,0,0
sample_728,0.704375647,0.295532165,9.22E-05,0,0,0,0,0,0,0
sample_729,0.019661035,0.000166259,0.980172706,0,0,0,0,0,0,0
sample_730,0.006336811,8.94E-06,0.993654247,0,0,0,0,0,0,0
sample_731,0.404342144,0.595646102,1.18E-05,0,0,0,0,0,0,0
sample_732,0.11791111,0.882082417,6.47E-06,0,0,0,0,0,0,0
sample_733,0.000149568,0.99985043,1.63E-09,0,0,0,0,0,0,0
sample_734,0.929541018,0.001868611,0.068590371,0,0,0,0,0,0,0
sample_735,0.938878198,0.061088326,3.35E-05,0,0,0,0,0,0,0
sample_736,0.823875666,0.005363599,0.170760735,0,0,0,0,0,0,0
sample_737,0.835463251,0.164143423,0.000393326,0,0,0,0,0,0,0
sample_738,0.322116312,0.000237995,0.677645693,0,0,0,0,0,0,0
sample_739,0.001070214,4.52E-06,0.998925269,0,0,0,0,0,0,0
