id,species1,species2,species3,species4,species5,species6,species7,species8,species9,species10
sample_408,2.32E-10,1.57E-08,0.000149413,2.05E-16,0.000175278,1.39E-10,0.757054811,0.000404162,5.81E-13,0.242216321
sample_409,3.08E-08,2.33E-06,0.877813386,1.39E-13,0.116773848,1.29E-05,0.00012254,4.42E-06,1.23E-09,0.005270515
sample_410,9.31E-06,0.001599773,0.000673334,3.10E-12,0.326841901,8.34E-08,2.00E-05,0.653704921,1.22E-08,0.017150708
sample_411,6.62E-12,1.35E-10,4.33E-06,8.79E-18,1.77E-07,2.30E-12,0.997504228,6.56E-06,1.61E-14,0.0024847
sample_412,0.012792394,8.06E-05,3.60E-06,0.986328094,7.16E-09,1.05E-07,1.15E-10,3.04E-05,0.000764724,1.12E-08
sample_413,0.001329684,0.993636431,0.002188442,6.32E-09,0.001085331,0.00024603,4.17E-08,0.001414049,8.52E-05,1.48E-05
sample_414,0.003871287,0.992755439,0.00026693,1.22E-08,0.000178728,1.22E-05,1.27E-08,0.002836022,7.44E-05,4.96E-06
sample_415,0.001591665,0.993168197,0.000807284,3.90E-09,0.000877383,3.28E-05,3.56E-08,0.003472878,3.53E-05,1.45E-05
sample_416,1.86E-09,6.35E-08,0.890430306,7.63E-15,0.002724338,2.00E-07,0.066360167,1.84E-06,3.62E-11,0.040483084
sample_417,6.78E-08,2.66E-05,0.062280263,1.01E-13,0.926441378,2.17E-06,8.20E-05,0.000156256,8.66E-10,0.011011224
sample_418,1.05E-05,2.04E-05,0.001934394,3.20E-07,6.64E-07,0.991162596,4.98E-10,6.95E-08,0.006870977,5.51E-08
sample_419,4.99E-08,2.81E-07,0.997609401,1.99E-12,0.002081452,0.000108076,4.75E-06,1.04E-07,1.78E-08,0.000195864
sample_420,4.68E-10,1.03E-09,1.93E-06,5.63E-16,2.72E-06,3.58E-12,0.780456999,0.000105472,5.58E-13,0.219432882
sample_421,1.55E-10,1.02E-09,2.79E-06,1.59E-16,3.20E-06,4.08E-12,0.872667913,0.000127543,2.19E-13,0.127198549
sample_422,0.001366765,0.954383816,0.027658857,1.02E-08,0.008243631,0.006586038,2.39E-07,0.001478111,0.000207536,7.50E-05
sample_423,3.48E-08,6.38E-08,4.30E-06,1.97E-14,0.000308566,2.97E-11,0.004740275,0.0155247,2.01E-11,0.979422057
sample_424,2.61E-05,0.000223358,2.88E-05,6.17E-12,0.006917601,3.67E-09,2.53E-06,0.989969766,1.02E-08,0.002831906
sample_425,3.00E-06,4.77E-05,0.946261829,1.61E-10,0.005771297,0.047817136,8.11E-07,1.93E-06,3.04E-06,9.33E-05
sample_426,3.90E-08,1.16E-05,0.116566275,6.01E-14,0.850683961,1.43E-06,0.000426582,0.000145223,4.62E-10,0.032164878
sample_427,4.30E-09,6.19E-09,1.93E-06,3.58E-15,2.82E-05,7.24E-12,0.049611642,0.001078091,3.28E-12,0.949280112
sample_428,0.153219602,0.838336996,9.19E-05,1.44E-06,2.37E-05,3.02E-06,6.86E-09,0.007114933,0.00120617,2.30E-06
sample_429,1.21E-05,8.41E-05,0.011687377,1.54E-08,1.41E-05,0.98767985,3.91E-09,3.17E-07,0.000521629,5.19E-07
sample_430,5.44E-11,8.28E-10,4.27E-06,5.37E-17,2.88E-06,4.65E-12,0.943152824,8.46E-05,9.40E-14,0.056755429
sample_431,1.77E-05,0.020333176,0.043791381,2.26E-11,0.928417761,7.35E-05,6.16E-06,0.004878171,2.64E-07,0.002481906
sample_432,2.57E-08,6.37E-06,0.150580216,3.48E-14,0.656166691,5.67E-07,0.005954617,0.000341554,2.21E-10,0.186949958
sample_433,5.38E-09,9.81E-07,0.018596224,5.42E-15,0.052095539,2.47E-08,0.145986892,0.001032854,2.43E-11,0.78228748
sample_434,5.97E-08,4.48E-08,2.89E-06,3.79E-14,0.000172895,2.12E-11,0.004264019,0.00901066,2.93E-11,0.986549429
sample_435,0.052792488,0.022046815,5.69E-05,0.284899543,1.54E-07,6.13E-05,3.19E-10,4.24E-05,0.64010029,4.55E-08
sample_436,3.80E-09,3.72E-08,9.08E-06,2.27E-15,0.000312321,3.53E-11,0.025774789,0.007833919,3.73E-12,0.966069854
sample_437,5.98E-06,4.91E-05,2.63E-05,1.55E-12,0.01022615,1.66E-09,1.05E-05,0.977325811,2.54E-09,0.012356137
sample_438,0.004216808,8.38E-05,7.80E-07,0.994339333,1.94E-09,7.84E-08,1.33E-11,4.00E-06,0.001355207,1.57E-09
sample_439,6.42E-07,9.05E-06,5.68E-05,2.17E-13,0.025629673,1.16E-09,0.000317682,0.71579557,4.15E-10,0.258190617
sample_440,0.853318347,0.115856792,3.49E-05,0.002015583,1.17E-06,2.24E-06,1.39E-09,0.001231987,0.02753864,3.08E-07
sample_441,4.37E-12,2.05E-10,7.79E-05,7.15E-18,2.76E-07,1.56E-11,0.998968585,1.83E-06,1.77E-14,0.000951412
sample_442,0.989136438,0.007456378,5.59E-06,0.000391541,5.10E-07,6.79E-08,9.09E-10,0.001773965,0.001235283,2.30E-07
sample_443,0.003169375,0.000510127,5.51E-06,0.957524622,6.45E-09,4.83E-06,2.74E-11,2.97E-06,0.038782559,3.14E-09
sample_444,6.17E-10,1.43E-08,2.24E-05,4.61E-16,0.000117075,4.00E-11,0.371162084,0.00167435,9.44E-13,0.627024054
sample_445,2.10E-08,2.65E-08,2.66E-06,1.37E-14,0.000123288,1.58E-11,0.007598355,0.005766979,1.23E-11,0.986508672
sample_446,8.39E-06,1.21E-05,0.094716673,2.98E-08,3.09E-05,0.904679499,2.24E-08,1.84E-07,0.000550064,2.12E-06
sample_447,1.93E-09,6.26E-08,0.920284512,8.36E-15,0.002904638,2.29E-07,0.043050741,1.51E-06,4.05E-11,0.033758302
sample_448,0.95947386,0.000962382,5.99E-06,3.65E-06,6.27E-06,7.51E-09,1.57E-08,0.039499727,4.18E-05,6.26E-06
sample_449,0.980233964,0.009694562,7.54E-06,0.00461747,3.19E-07,1.65E-07,6.71E-10,0.000929932,0.004515898,1.46E-07
sample_450,2.04E-06,0.000274205,0.797105027,1.40E-11,0.199433656,0.002186451,6.02E-06,2.95E-05,2.18E-07,0.000962865
sample_451,5.46E-09,9.13E-07,0.066171105,6.81E-15,0.051901864,5.99E-08,0.224668828,0.000403297,3.24E-11,0.656853927
sample_452,3.51E-05,0.003230549,0.000299125,1.01E-11,0.081641085,6.42E-08,5.27E-06,0.909871694,3.31E-08,0.004917071
sample_453,3.35E-05,3.81E-05,0.001112657,1.35E-05,2.42E-07,0.886839451,3.14E-10,1.08E-07,0.111962302,3.21E-08
sample_454,1.32E-06,1.72E-05,0.97829208,6.65E-11,0.005130813,0.016456717,9.76E-07,1.05E-06,1.10E-06,9.87E-05
sample_455,2.35E-07,6.32E-07,0.99789239,2.86E-11,0.000939844,0.00108756,1.42E-06,1.07E-07,2.84E-07,7.75E-05
sample_456,3.08E-06,0.000221692,0.000222526,9.53E-13,0.141397473,1.38E-08,3.59E-05,0.824891629,2.90E-09,0.033227733
sample_457,0.901259452,0.000182299,8.96E-06,2.60E-06,2.12E-05,3.64E-09,1.45E-07,0.098441186,1.77E-05,6.65E-05
sample_458,4.60E-08,2.36E-06,0.939241961,3.14E-13,0.058938001,3.92E-05,3.18E-05,1.98E-06,3.11E-09,0.001744618
sample_459,0.002516236,0.001371117,4.87E-05,0.309949116,3.00E-08,0.000383087,9.03E-11,2.71E-06,0.685728995,9.98E-09
sample_460,0.971538933,0.000298374,1.85E-06,0.027017993,9.33E-08,1.01E-08,5.47E-10,0.000670143,0.000472494,1.09E-07
sample_461,1.03E-10,4.92E-10,1.79E-06,1.22E-16,1.12E-06,2.43E-12,0.940653952,4.99E-05,1.50E-13,0.059293224
sample_462,5.57E-12,1.45E-10,1.15E-05,8.28E-18,1.35E-07,4.30E-12,0.99875561,4.46E-06,1.61E-14,0.001228268
sample_463,1.16E-09,4.39E-08,5.31E-05,7.97E-16,0.000543472,1.10E-10,0.166536265,0.00359066,1.90E-12,0.829276449
sample_464,0.023297254,0.973855825,0.000111975,1.99E-07,2.85E-05,7.07E-06,4.78E-09,0.002175211,0.000522394,1.61E-06
sample_465,5.09E-12,2.89E-10,0.00012967,8.12E-18,6.57E-07,2.49E-11,0.998322572,1.69E-06,2.22E-14,0.001545406
sample_466,5.71E-12,3.43E-10,0.000148136,8.97E-18,9.21E-07,2.91E-11,0.99791118,1.85E-06,2.52E-14,0.00193791
sample_467,5.69E-07,7.28E-05,0.000666193,2.24E-13,0.427633476,1.72E-08,0.000352994,0.367840333,8.05E-10,0.203433644
sample_468,7.09E-10,8.03E-08,0.001441225,6.68E-16,0.001691267,1.25E-09,0.56969,0.000528375,2.34E-12,0.426649052
sample_469,4.22E-12,2.21E-10,5.68E-05,6.31E-18,4.42E-07,1.32E-11,0.998494749,2.14E-06,1.63E-14,0.001445833
sample_470,2.68E-07,4.85E-05,0.516773,9.65E-13,0.479824933,8.92E-05,2.61E-05,2.96E-05,1.11E-08,0.003208371
sample_471,9.77E-09,3.74E-08,4.78E-06,5.74E-15,0.000235783,2.47E-11,0.01085016,0.009243866,7.26E-12,0.979665365
sample_472,3.43E-07,9.76E-06,0.97902683,6.03E-12,0.019327853,0.001343146,3.08E-06,1.45E-06,8.34E-08,0.000287459
sample_473,7.32E-06,2.71E-05,0.010976502,1.92E-08,7.39E-06,0.988420649,2.98E-09,1.44E-07,0.000560557,3.55E-07
sample_474,0.001158888,0.004435951,0.000465138,0.000236508,4.75E-07,0.045090536,4.13E-10,2.58E-06,0.948609867,5.62E-08
sample_475,9.86E-12,1.41E-10,3.15E-06,1.33E-17,1.72E-07,1.99E-12,0.996670591,8.19E-06,2.19E-14,0.003317902
sample_476,0.025317632,3.40E-05,1.05E-06,0.974357931,5.70E-09,1.28E-08,8.47E-11,3.50E-05,0.000254299,9.83E-09
sample_477,0.78378114,0.207000551,3.93E-05,4.83E-05,4.65E-06,1.09E-06,3.32E-09,0.004933801,0.004190239,9.41E-07
sample_478,0.997484329,4.27E-05,1.06E-06,0.000875311,2.02E-07,1.43E-09,1.86E-09,0.001547402,4.86E-05,4.59E-07
sample_479,2.57E-10,2.85E-08,0.002739825,3.06E-16,0.000493143,1.27E-09,0.861521504,7.76E-05,1.12E-12,0.135167942
sample_480,0.000147258,0.000146633,0.000351514,0.00084846,8.29E-08,0.121573265,1.57E-10,2.73E-07,0.876932498,1.60E-08
sample_481,1.71E-08,3.67E-06,0.135657625,2.17E-14,0.333817511,2.60E-07,0.036775045,0.000542738,1.21E-10,0.493203138
sample_482,1.87E-08,2.89E-06,0.53742143,3.63E-14,0.305409667,1.11E-06,0.010008256,8.04E-05,2.33E-10,0.147076272
sample_483,4.81E-12,2.73E-10,8.59E-05,7.29E-18,6.45E-07,1.87E-11,0.998201283,2.04E-06,1.97E-14,0.001710104
sample_484,6.60E-09,4.15E-08,6.65E-06,3.83E-15,0.000305602,3.10E-11,0.014534223,0.009816045,5.58E-12,0.975337431
sample_485,0.003525641,0.646661387,0.076402066,1.71E-07,0.002649678,0.265168166,1.77E-07,0.000462044,0.00508892,4.17E-05
sample_486,3.49E-09,4.28E-08,1.15E-05,2.08E-15,0.000389235,4.30E-11,0.0281695,0.008328489,3.64E-12,0.963101255
sample_487,1.18E-09,4.44E-09,3.51E-06,1.02E-15,2.02E-05,8.61E-12,0.275501657,0.00076121,1.23E-12,0.723713371
sample_488,0.001567338,0.00893771,0.001334891,8.77E-05,1.66E-06,0.167611595,1.09E-09,4.85E-06,0.82045409,1.55E-07
sample_489,4.50E-10,1.66E-09,2.70E-06,4.64E-16,5.49E-06,5.03E-12,0.697854791,0.000219149,5.43E-13,0.301917867
sample_490,1.69E-07,4.39E-05,0.267242803,4.28E-13,0.727472646,2.45E-05,3.99E-05,5.42E-05,4.46E-09,0.005121784
sample_491,4.59E-11,5.67E-10,3.06E-06,4.77E-17,1.67E-06,3.30E-12,0.958167812,5.82E-05,7.81E-14,0.041769231
sample_492,8.47E-11,3.95E-09,3.74E-05,7.74E-17,2.78E-05,3.26E-11,0.89640638,0.000172642,1.93E-13,0.10335572
sample_493,4.84E-08,1.76E-05,0.007110535,3.52E-14,0.847364452,8.03E-08,0.000957497,0.004969708,1.96E-10,0.139580085
sample_494,0.001279302,0.501460044,0.002854838,6.27E-10,0.082859832,5.58E-06,2.00E-06,0.410234555,3.35E-06,0.001300491
sample_495,1.29E-08,7.02E-08,0.997844682,3.50E-13,0.001615391,1.02E-05,2.56E-05,6.75E-08,2.38E-09,0.000504034
sample_496,6.85E-07,0.000526127,0.02543592,8.49E-13,0.970226288,7.21E-06,1.00E-05,0.000734994,8.59E-09,0.003058765
sample_497,4.31E-08,8.61E-06,0.354973709,9.37E-14,0.621265671,4.24E-06,0.000402189,5.04E-05,7.67E-10,0.023295143
sample_498,0.181159851,0.536923847,0.000207879,1.55E-07,0.000465885,9.37E-07,1.06E-07,0.281056545,0.000132958,5.18E-05
sample_499,4.25E-07,7.42E-06,0.988330303,1.21E-11,0.00886676,0.002623457,1.88E-06,8.61E-07,1.72E-07,0.000168719
sample_500,3.43E-10,1.34E-08,4.64E-05,2.74E-16,0.000121004,6.11E-11,0.604433751,0.000897437,6.52E-13,0.394501424
sample_501,9.08E-08,6.42E-08,0.999386365,2.02E-11,0.00035857,4.28E-05,8.66E-06,3.28E-08,9.66E-08,0.000203351
sample_502,1.08E-09,6.69E-08,0.000153168,7.83E-16,0.001052305,2.60E-10,0.234143697,0.002675848,2.18E-12,0.761974913
sample_503,5.48E-09,7.04E-08,0.994757019,6.42E-14,0.003375062,2.69E-06,0.000146943,1.57E-07,4.19E-10,0.001718053
sample_504,0.00017084,0.002638038,6.65E-05,4.14E-11,0.007449737,2.07E-08,1.05E-06,0.988675413,7.96E-08,0.000998341
sample_505,0.002432991,0.995538125,0.000510779,1.34E-08,0.000194428,5.43E-05,1.23E-08,0.001139863,0.000125175,4.33E-06
sample_506,9.88E-07,3.08E-05,0.000104594,3.18E-13,0.062983982,3.11E-09,0.000134283,0.819798263,7.61E-10,0.116947038
sample_507,4.36E-09,2.71E-08,5.90E-06,2.68E-15,0.000195729,2.41E-11,0.023411765,0.006272878,3.87E-12,0.970113696
sample_508,3.24E-11,1.50E-09,2.46E-05,3.22E-17,8.18E-06,1.70E-11,0.963239832,5.62E-05,7.95E-14,0.036671136
sample_509,2.74E-08,7.58E-08,0.998773747,1.51E-12,0.00092018,2.51E-05,1.11E-05,4.73E-08,1.00E-08,0.00026973
sample_510,2.46E-05,6.99E-06,2.06E-05,9.09E-12,0.003449878,5.92E-10,0.000182668,0.783356612,5.25E-09,0.212958677
sample_511,3.72E-08,7.40E-06,0.354854587,7.71E-14,0.612122628,3.16E-06,0.000647259,5.85E-05,6.05E-10,0.032306455
sample_512,1.38E-08,3.39E-08,3.74E-06,8.31E-15,0.000188044,2.08E-11,0.00885467,0.008259922,9.23E-12,0.982693578
sample_513,9.24E-06,0.01056255,0.021502967,9.26E-12,0.958634324,1.93E-05,6.54E-06,0.006411292,9.50E-08,0.002853733
sample_514,3.19E-06,0.001199332,0.324746945,1.02E-11,0.671370913,0.00053574,8.73E-06,0.000190061,1.46E-07,0.001944942
sample_515,4.34E-12,2.32E-10,5.31E-05,6.35E-18,5.03E-07,1.29E-11,0.998307271,2.33E-06,1.65E-14,0.001636822
sample_516,3.73E-09,3.66E-08,9.08E-06,2.23E-15,0.000307609,3.51E-11,0.026401653,0.007699105,3.68E-12,0.965582513
sample_517,1.85E-10,1.48E-08,0.020884172,3.48E-16,0.000219163,3.93E-09,0.93672385,7.63E-06,1.35E-12,0.042165162
sample_518,7.98E-10,9.00E-08,0.033503014,1.21E-15,0.002427402,1.19E-08,0.768361254,5.36E-05,5.08E-12,0.195654634
sample_519,1.09E-11,7.08E-10,6.56E-05,1.34E-17,3.24E-06,2.35E-11,0.99212075,8.30E-06,3.77E-14,0.007802095
sample_520,5.73E-12,2.41E-10,0.000117225,1.01E-17,2.24E-07,2.16E-11,0.99908213,2.09E-06,2.38E-14,0.00079833
sample_521,0.001034111,0.984625848,0.006791908,4.15E-09,0.004656705,0.000612579,1.26E-07,0.002169717,6.37E-05,4.53E-05
sample_522,3.73E-09,3.42E-08,8.43E-06,2.25E-15,0.00027965,3.26E-11,0.026639013,0.007316776,3.62E-12,0.965756093
sample_523,2.52E-09,3.82E-08,0.990420162,2.08E-14,0.002131647,6.00E-07,0.001730792,2.35E-07,1.12E-10,0.005716524
sample_524,1.70E-06,0.000129973,0.00027067,5.59E-13,0.187447325,1.20E-08,7.97E-05,0.744566923,1.73E-09,0.067503656
sample_525,1.47E-11,2.78E-10,3.35E-06,1.64E-17,6.73E-07,2.59E-12,0.988439681,2.03E-05,3.01E-14,0.011535981
sample_526,0.394143345,0.037199856,4.03E-05,0.384670603,2.89E-07,7.31E-06,6.55E-10,0.000263822,0.18367437,1.07E-07
sample_527,1.71E-06,4.00E-06,2.36E-05,6.05E-13,0.006611359,4.71E-10,0.000364708,0.644741649,6.86E-10,0.348252926
sample_528,0.001627568,0.010036678,0.001662307,7.06E-05,2.15E-06,0.219746818,1.33E-09,5.44E-06,0.766848277,1.91E-07
sample_529,1.38E-05,0.006078752,0.391031081,5.00E-11,0.598715872,0.002059675,6.66E-06,0.000412272,8.03E-07,0.001681072
sample_530,4.99E-05,0.001100832,0.032203546,1.49E-08,0.000125822,0.965965371,1.76E-08,2.85E-06,0.000548785,2.83E-06
sample_531,0.000123166,0.1638586,0.029041913,1.16E-10,0.768567807,6.71E-05,6.09E-06,0.035315671,1.19E-06,0.003018484
sample_532,8.61E-10,1.12E-07,0.010080034,1.03E-15,0.003005313,5.58E-09,0.675687655,0.000168019,4.14E-12,0.311058861
sample_533,1.12E-11,6.58E-10,0.000993772,2.14E-17,2.19E-06,1.31E-10,0.996530855,1.19E-06,6.51E-14,0.002471997
sample_534,3.93E-06,4.62E-05,3.42E-05,1.06E-12,0.015490213,1.89E-09,1.64E-05,0.965753449,1.93E-09,0.018655548
sample_535,0.019979399,0.249223566,0.000283752,8.09E-09,0.002769222,5.67E-07,3.41E-07,0.727514787,1.33E-05,0.000215015
sample_536,0.958651718,0.000355196,2.05E-06,0.039755598,9.10E-08,1.26E-08,5.25E-10,0.000633515,0.000601719,1.03E-07
sample_537,1.76E-08,3.64E-06,0.176101337,2.36E-14,0.340974103,3.27E-07,0.034687278,0.000428249,1.34E-10,0.447805053
sample_538,0.976431517,0.012322724,8.70E-06,0.004706518,3.51E-07,2.14E-07,7.04E-10,0.000939484,0.005590341,1.53E-07
sample_539,1.66E-10,1.01E-09,2.67E-06,1.72E-16,3.10E-06,3.98E-12,0.868474885,0.000125356,2.31E-13,0.131393987
sample_540,1.42E-07,5.35E-05,0.002504737,8.06E-14,0.905541442,6.17E-08,0.00022302,0.019362641,4.29E-10,0.072314495
sample_541,0.000214887,0.000168375,0.000162096,0.006577612,3.76E-08,0.023113001,9.49E-11,3.32E-07,0.969763648,9.38E-09
sample_542,0.001395938,0.000390783,1.93E-05,0.878776682,9.23E-09,6.46E-05,4.47E-11,1.77E-06,0.119350931,4.44E-09
sample_543,4.61E-12,1.46E-10,1.61E-05,6.86E-18,1.51E-07,5.21E-12,0.998884098,3.56E-06,1.43E-14,0.001096122
sample_544,5.52E-12,2.87E-10,2.74E-05,7.08E-18,8.20E-07,9.34E-12,0.996712744,4.72E-06,1.81E-14,0.003254278
sample_545,0.046244671,0.505502638,0.000590623,0.000208044,4.91E-06,0.001734127,2.45E-09,0.000149658,0.445564853,4.71E-07
sample_546,6.28E-07,2.05E-05,0.974632003,1.14E-11,0.022233195,0.002839022,2.54E-06,2.23E-06,1.71E-07,0.000269721
sample_547,3.24E-08,1.16E-05,0.033854101,3.44E-14,0.885924741,3.10E-07,0.000939685,0.000657586,2.26E-10,0.07861191
sample_548,0.00132678,0.000142045,3.49E-06,0.988771159,2.73E-09,2.20E-06,1.77E-11,1.74E-06,0.009752582,1.78E-09
sample_549,1.06E-08,5.63E-07,0.000116413,5.62E-15,0.010148285,5.63E-10,0.011572163,0.030955363,1.52E-11,0.947207201
sample_550,6.86E-09,4.21E-07,0.000142257,3.86E-15,0.008418644,5.67E-10,0.01875296,0.019184999,1.09E-11,0.95350071
sample_551,5.09E-08,2.41E-05,0.013486589,4.80E-14,0.959333688,2.96E-07,0.000157702,0.000843591,3.37E-10,0.026153962
sample_552,1.80E-07,0.000121464,0.01054927,1.71E-13,0.981992376,9.05E-07,2.23E-05,0.000960893,1.42E-09,0.006352565
sample_553,0.003583438,0.850565082,0.000951472,2.29E-09,0.00793588,4.43E-06,3.22E-07,0.13676561,1.06E-05,0.000183171
sample_554,1.06E-11,5.85E-10,0.001049684,2.11E-17,1.66E-06,1.29E-10,0.996939,1.03E-06,6.28E-14,0.002008625
sample_555,1.83E-11,6.51E-10,1.05E-05,1.89E-17,2.54E-06,7.17E-12,0.980868284,3.16E-05,4.26E-14,0.019086994
sample_556,2.11E-07,4.87E-05,0.001534095,1.02E-13,0.706058687,2.99E-08,0.000557408,0.086575925,4.45E-10,0.20522491
sample_557,0.127116226,5.01E-05,1.15E-06,0.87243858,1.53E-08,7.71E-09,1.95E-10,0.000111605,0.000282288,2.72E-08
sample_558,2.34E-10,1.76E-08,0.033619946,4.70E-16,0.000276457,5.92E-09,0.920631432,6.97E-06,1.84E-12,0.045465167
sample_559,3.49E-11,2.39E-09,0.00376542,6.61E-17,1.68E-05,5.56E-10,0.987307334,2.34E-06,2.27E-13,0.008908073
sample_560,8.66E-08,2.86E-05,0.00327,5.20E-14,0.83098566,5.00E-08,0.000641177,0.01660926,2.66E-10,0.148465138
sample_561,0.069379284,0.000133292,3.41E-05,4.51E-08,0.000583993,4.29E-09,6.99E-06,0.924523096,2.55E-06,0.005336659
sample_562,0.851816408,0.125596233,3.69E-05,6.92E-06,1.30E-05,3.59E-07,8.42E-09,0.021721244,0.000805975,2.90E-06
sample_563,6.12E-07,7.77E-07,1.26E-05,2.70E-13,0.002067822,1.62E-10,0.001242475,0.169408679,2.52E-10,0.827267037
sample_564,1.47E-11,8.56E-10,3.90E-05,1.65E-17,4.14E-06,1.82E-11,0.986924523,1.65E-05,4.41E-14,0.013015852
sample_565,7.06E-09,4.70E-07,0.925063506,2.44E-14,0.042047853,1.21E-06,0.003526603,5.03E-06,1.57E-10,0.02935533
sample_566,3.65E-08,2.44E-06,0.901910087,1.90E-13,0.09457429,2.01E-05,7.06E-05,3.31E-06,1.76E-09,0.003419197
sample_567,0.014651698,0.249740512,0.002679188,7.21E-05,1.21E-05,0.048473757,4.83E-09,6.96E-05,0.684300256,8.56E-07
sample_568,2.19E-11,2.01E-10,1.92E-06,2.76E-17,3.32E-07,1.72E-12,0.989619843,1.60E-05,4.04E-14,0.010361938
sample_569,4.37E-12,1.91E-10,6.04E-05,7.10E-18,2.26E-07,1.30E-11,0.999039029,2.08E-06,1.69E-14,0.000898276
sample_570,1.22E-11,7.14E-10,0.001197691,2.38E-17,2.46E-06,1.53E-10,0.996185486,1.16E-06,7.31E-14,0.002613196
sample_571,3.32E-08,2.84E-07,1.61E-05,1.57E-14,0.002072313,1.18E-10,0.003953318,0.059921274,2.54E-11,0.934036629
sample_572,1.75E-07,7.37E-07,1.71E-05,7.48E-14,0.003239161,1.85E-10,0.001677564,0.163083793,9.98E-11,0.83198146
sample_573,1.11E-06,9.08E-07,0.993979774,7.73E-10,0.000308979,0.005659956,7.58E-07,1.03E-07,6.46E-06,4.20E-05
sample_574,4.47E-12,1.87E-10,1.43E-05,5.80E-18,3.94E-07,5.26E-12,0.997679155,4.38E-06,1.36E-14,0.002301737
sample_575,1.83E-11,1.30E-09,0.000103979,2.17E-17,7.66E-06,4.04E-11,0.985696167,1.37E-05,6.34E-14,0.014178529
sample_576,5.80E-07,7.13E-05,0.000634147,2.27E-13,0.408326976,1.64E-08,0.000351135,0.385672915,8.05E-10,0.204942892
sample_577,3.06E-10,2.42E-08,0.040299218,6.01E-16,0.000426801,7.72E-09,0.900073374,9.21E-06,2.40E-12,0.059191366
sample_578,0.000253265,0.00012095,0.00026227,0.036995167,3.63E-08,0.026022734,1.44E-10,4.22E-07,0.936345143,1.24E-08
sample_579,1.59E-10,1.47E-09,4.00E-06,1.51E-16,5.47E-06,5.74E-12,0.844306003,0.000191371,2.32E-13,0.155493153
sample_580,8.20E-05,0.000146069,0.001087813,2.10E-05,3.64E-07,0.7902342,3.81E-10,2.59E-07,0.208428177,4.27E-08
sample_581,7.96E-06,2.16E-06,1.71E-05,3.61E-12,0.002395431,3.19E-10,0.000708035,0.31919979,2.04E-09,0.67766956
sample_582,0.005342722,0.000145731,1.01E-06,0.991962027,2.64E-09,1.32E-07,1.53E-11,4.50E-06,0.002543873,1.87E-09
sample_583,2.48E-08,3.92E-07,0.991741117,3.71E-13,0.00763912,3.38E-05,1.51E-05,2.63E-07,3.34E-09,0.000570193
sample_584,0.528744353,0.000963661,3.65E-06,0.467034437,6.26E-08,6.18E-08,3.25E-10,0.000300854,0.002952869,5.44E-08
sample_585,8.46E-12,1.37E-10,3.66E-06,1.15E-17,1.63E-07,2.13E-12,0.997214036,7.36E-06,1.96E-14,0.002774786
sample_586,5.65E-09,5.54E-07,0.00041245,3.53E-15,0.015064254,1.31E-09,0.031875515,0.010748609,1.15E-11,0.941898611
sample_587,6.37E-12,1.39E-10,4.34E-06,8.27E-18,2.02E-07,2.31E-12,0.997273508,6.77E-06,1.55E-14,0.002715176
sample_588,1.97E-07,0.000123704,0.00434769,1.40E-13,0.979775563,2.69E-07,3.42E-05,0.003815024,9.74E-10,0.011903329
sample_589,0.972971044,0.021449726,1.02E-05,0.000583628,7.00E-07,2.10E-07,1.03E-09,0.001670573,0.003313641,2.53E-07
sample_590,1.81E-05,0.00019936,0.022317809,1.06E-08,4.41E-05,0.977050887,8.84E-09,7.43E-07,0.00036778,1.26E-06
sample_591,0.000100514,6.00E-05,0.000518797,0.001740472,7.04E-08,0.185554021,1.90E-10,1.91E-07,0.812025913,1.71E-08
sample_592,4.43E-09,3.00E-07,0.860791677,1.30E-14,0.021138048,4.40E-07,0.035591849,8.86E-06,7.13E-11,0.082468826
sample_593,5.88E-12,3.59E-10,0.000136642,9.02E-18,1.02E-06,2.82E-11,0.997700749,2.05E-06,2.54E-14,0.002159537
sample_594,0.112786182,0.000169307,1.29E-06,0.886097139,1.41E-08,2.09E-08,1.05E-10,7.44E-05,0.000871608,1.55E-08
sample_595,5.02E-05,7.76E-05,0.001089894,1.27E-05,3.15E-07,0.867548682,3.44E-10,1.67E-07,0.131220462,3.74E-08
sample_596,7.15E-12,2.02E-10,5.39E-06,8.45E-18,4.44E-07,3.00E-12,0.99521576,9.57E-06,1.74E-14,0.004768841
sample_597,7.46E-09,8.57E-08,1.29E-05,4.04E-15,0.000778468,6.20E-11,0.012207409,0.017267415,7.02E-12,0.969733733
sample_598,8.12E-09,1.06E-07,0.994562224,1.05E-13,0.004208118,5.42E-06,6.62E-05,1.63E-07,7.52E-10,0.001157713
sample_599,1.18E-06,0.000663755,0.099273687,2.31E-12,0.897218655,5.56E-05,9.90E-06,0.000300405,2.77E-08,0.002476829
sample_600,0.584742431,0.000924305,3.60E-06,0.411302268,6.67E-08,5.58E-08,3.50E-10,0.000333462,0.002693747,5.92E-08
sample_601,0.001053346,0.750433504,0.004700174,6.92E-10,0.085362537,1.56E-05,1.57E-06,0.157510346,4.79E-06,0.000918139
sample_602,8.70E-08,1.33E-05,0.00112815,4.37E-14,0.306313203,1.14E-08,0.002678043,0.08395099,1.66E-10,0.605916169
sample_603,0.001869246,0.995504188,0.001021166,1.18E-08,0.000344455,0.000148893,1.84E-08,0.00096528,0.000140433,6.31E-06
