Id,LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
2252,50,6435,1Fam,6,5,1,1,3,1981,637,3,GasA,Y,1412,0,2007,127558.54624863
2253,67,9453,1Fam,5,5,2,0,7,2006,912,5,GasA,Y,1689,0,2008,116004.666141069
2254,,11426,1Fam,5,5,1,0,8,2004,1214,3,GasA,Y,1393,0,2007,152026.540333907
2255,85,19296,1Fam,6,7,2,1,8,1988,1204,3,GasA,N,1368,0,2010,217151.634627996
2256,,9590,1Fam,8,5,1,0,5,2000,924,3,GasA,Y,1348,0,2009,223490.917138105
2257,65,8712,1Fam,7,5,2,0,5,1912,1092,2,GasA,Y,1048,0,2006,170226.590739648
2258,70,13518,1Fam,7,7,2,0,4,2000,967,3,GasA,Y,848,0,2010,232161.808341698
2259,69,14450,1Fam,5,5,1,0,4,1939,0,5,GasA,Y,912,0,2007,66346.1865662569
2260,52,21535,TwnhsE,7,5,1,1,12,1974,992,3,GasA,Y,1118,0,2010,215673.551909762
2261,81,1680,1Fam,7,5,2,0,6,2006,1389,3,GasA,Y,1212,0,2006,194928.495776505
2262,106,12095,1Fam,8,8,3,0,6,2004,744,2,GasA,Y,334,0,2006,240894.372893074
2263,60,3196,1Fam,10,7,1,1,5,1982,1088,3,GasA,Y,1535,0,2007,282410.21266531
2264,63,8121,1Fam,5,5,2,0,6,1953,1452,3,GasA,Y,1850,0,2009,122245.102884957
2265,105,15576,1Fam,7,5,2,0,6,1988,1080,3,GasA,Y,1617,0,2007,203020.131731226
2266,76,10356,1Fam,7,5,2,0,8,1996,1470,3,GasA,Y,1800,0,2009,218123.493984031
2267,76,2645,1Fam,5,5,2,1,7,1945,900,2,GasA,Y,1728,0,2006,122979.778691538
2268,128,10896,1Fam,5,5,2,0,8,1923,874,2,GasA,Y,1470,0,2007,155976.958088406
2269,60,14006,1Fam,5,5,2,0,6,1999,1698,2,GasA,Y,1646,0,2008,219628.725508503
2270,80,8400,1Fam,4,5,1,0,6,1940,1021,1,GasA,Y,1056,0,2008,94505.0130644078
2271,90,8125,1Fam,10,6,1,1,4,2007,0,4,GasA,Y,2504,0,2008,256097.607664178
2272,75,10159,1Fam,9,4,2,0,6,1954,1058,5,GasA,Y,1801,0,2009,239063.241714174
2273,59,10552,1Fam,5,5,2,1,4,2005,715,2,GasA,N,1855,0,2007,161291.764234736
2274,55,2500,TwnhsE,6,5,1,1,5,1957,1060,4,GasA,Y,1284,0,2008,121912.435874537
2275,52,10665,1Fam,9,6,1,0,6,1990,1606,3,GasA,Y,1086,0,2007,303935.03584923
2276,79,10240,1Fam,6,5,1,0,6,1970,2000,4,GasA,Y,1128,0,2009,199015.505431212
2277,70,12493,1Fam,7,5,2,0,7,2007,1248,1,GasA,Y,1310,0,2009,244310.22228718
2278,45,17043,1Fam,7,7,1,0,7,2006,1144,3,GasA,Y,1535,0,2009,208855.804924582
2279,85,7875,1Fam,5,5,1,0,9,1977,930,3,GasA,Y,848,0,2009,111008.924554208
2280,71,11457,1Fam,6,6,2,0,5,2007,861,3,GasA,Y,1368,0,2007,179411.688763718
2281,80,12155,1Fam,6,5,1,1,5,1973,893,4,GasA,Y,1039,0,2007,131350.592899006
2282,50,8814,1Fam,5,8,2,0,4,1960,1838,4,GasA,Y,894,0,2006,148181.907852736
2283,82,10140,1Fam,7,5,1,0,6,1962,1396,3,GasA,Y,1003,0,2006,163230.494991534
2284,,7259,1Fam,5,5,1,0,5,1957,936,2,GasA,Y,1456,0,2006,63770.5613176754
2285,93,8235,TwnhsE,7,5,1,0,7,1957,1099,2,GasA,Y,854,0,2010,142519.94905329
2286,,8197,1Fam,8,8,2,0,4,1934,1392,4,GasA,Y,1086,0,2007,234034.795471317
2287,44,6853,1Fam,5,5,1,1,5,2004,1097,2,GasA,Y,936,0,2006,142517.424847489
2288,72,11287,1Fam,5,6,2,1,6,1993,780,2,GasA,Y,767,0,2006,193064.401608245
2289,70,10421,Duplex,5,5,2,1,6,1947,1656,4,GasA,Y,1301,0,2006,158759.474102204
2290,60,12046,1Fam,5,5,2,0,4,1940,1126,2,GasA,Y,1489,0,2007,82512.5168160496
2291,74,9600,1Fam,6,5,2,1,5,1982,1090,3,GasA,Y,694,0,2006,158918.982647163
2292,53,24090,1Fam,8,6,1,1,7,1976,1468,4,GasA,Y,1047,0,2008,300924.971363927
2293,107,15593,1Fam,5,5,2,0,5,1935,1041,2,GasA,Y,2142,0,2009,157440.848611328
2294,41,70761,1Fam,8,7,2,0,6,1993,1086,4,GasA,Y,1656,0,2006,311047.715246902
2295,,3982,1Fam,5,5,2,1,8,2003,1214,2,GasA,Y,1517,0,2006,186771.025106341
2296,104,19296,1Fam,7,5,1,0,5,1995,1088,3,GasA,Y,1644,0,2006,210992.515109206
2297,70,2645,1Fam,5,6,1,1,5,1956,576,3,GasA,Y,1541,0,2008,139369.640572179
2298,63,11050,1Fam,9,6,2,1,6,1920,1187,3,GasA,Y,1262,0,2010,262790.385229299
2299,57,13101,1Fam,4,5,2,0,7,1936,1136,3,GasA,Y,1118,0,2008,133191.600095997
2300,65,7449,1Fam,7,5,2,1,6,2003,715,3,GasA,Y,796,0,2010,167889.353942358
2301,82,4426,1Fam,3,7,2,1,6,1965,964,2,GasA,Y,2654,0,2007,105939.643351598
2302,54,10420,1Fam,5,5,1,1,8,2007,912,4,GasA,Y,1225,0,2008,127153.864301862
2303,83,8450,TwnhsE,5,5,1,1,7,1960,793,3,GasA,Y,848,0,2010,133744.646830976
2304,70,9098,1Fam,7,8,1,1,4,1920,2392,2,GasA,Y,1112,0,2006,246651.851315434
2305,82,7032,1Fam,5,8,2,1,9,1980,1626,4,GasA,Y,1842,0,2008,156503.785090938
2306,66,7000,TwnhsE,7,5,1,1,8,1984,840,4,GasA,Y,1416,0,2008,168326.198815712
2307,,8199,1Fam,4,7,2,0,5,1977,802,3,GasA,Y,1344,0,2010,130264.270759781
2308,90,11475,1Fam,6,5,2,0,5,1910,1158,3,GasA,Y,1696,0,2007,132399.876538911
2309,,7314,1Fam,6,6,2,0,8,1882,756,2,GasA,Y,1469,0,2009,158223.972462449
2310,60,9450,1Fam,7,5,1,0,10,1920,1121,2,GasW,Y,902,0,2006,185784.379046675
2311,77,12342,1Fam,7,5,2,0,9,1977,696,3,GasA,Y,1674,0,2007,187323.623051762
2312,70,13478,1Fam,6,5,1,1,5,1985,1734,3,GasA,Y,2230,0,2007,176496.01309613
2313,110,11475,Twnhs,5,6,2,1,7,1973,1152,3,GasA,Y,1266,0,2007,163534.737350624
2314,75,6762,1Fam,6,5,1,0,8,1958,864,3,GasA,Y,1015,0,2009,127199.207228545
2315,,11200,1Fam,7,5,2,0,5,1979,960,3,GasA,Y,1392,0,2009,176065.999818931
2316,79,9066,1Fam,7,7,2,0,10,1998,1276,2,GasA,Y,1159,0,2006,271563.990183798
2317,60,10083,1Fam,7,6,1,0,5,1958,840,3,GasA,Y,912,0,2008,147753.735293108
2318,65,8738,1Fam,6,4,1,1,6,2009,1140,3,GasA,Y,784,0,2009,190172.554271054
2319,70,15865,1Fam,8,4,2,0,8,1910,1392,2,GasA,Y,1978,0,2007,259291.887054827
2320,,10289,Twnhs,5,6,3,1,6,1997,1673,3,GasA,Y,1682,0,2008,193415.281528166
2321,75,6563,1Fam,8,5,1,0,8,1964,1175,3,GasA,Y,2036,0,2008,233832.547970245
2322,,10570,1Fam,6,6,1,0,7,2005,1719,4,GasA,Y,907,0,2008,171903.871923339
2323,90,9600,1Fam,5,8,2,1,8,1984,1842,3,GasA,Y,1225,0,2007,166207.692466847
2324,51,9600,1Fam,8,6,2,1,7,1963,1533,2,GasA,N,1844,0,2006,287894.817099443
2325,50,2544,Duplex,6,6,1,1,4,2007,1763,4,GasA,Y,1456,0,2006,170896.168925142
2326,60,11639,1Fam,7,5,2,1,6,2000,971,2,GasA,Y,2380,0,2009,176083.975912477
2327,50,8450,1Fam,5,3,2,0,6,1963,3094,3,GasA,Y,1383,0,2010,145563.646778065
2328,80,10970,1Fam,8,5,1,0,5,1936,723,3,GasA,Y,1200,0,2010,181390.90120045
2329,130,9600,1Fam,7,7,2,0,6,1983,1059,2,GasA,Y,796,0,2007,200907.385952233
2330,60,8400,1Fam,6,5,1,0,6,2004,560,3,GasW,Y,1118,0,2007,89951.8226744858
2331,120,8400,1Fam,8,5,1,0,8,1996,1368,3,GasA,Y,1414,0,2010,269634.90812718
2332,84,7937,1Fam,6,5,2,0,6,1961,1194,2,GasA,Y,1888,0,2006,176316.538242919
2333,85,7200,1Fam,8,5,2,0,4,1961,1629,2,GasA,Y,1080,0,2006,267298.186584692
2334,65,5000,TwnhsE,6,7,2,2,6,2005,816,3,GasA,Y,864,0,2007,219938.754500843
2335,,8521,1Fam,6,4,1,0,7,1958,1117,3,GasA,Y,2614,0,2007,144704.152212661
2336,60,12257,1Fam,8,5,1,0,6,1885,876,3,GasA,Y,2614,0,2008,135269.110992289
2337,,12702,1Fam,5,6,2,0,8,1964,735,3,GasA,Y,1641,0,2006,176468.85942901
2338,70,6000,1Fam,5,5,1,2,5,1949,1554,2,GasA,Y,1248,0,2007,152246.284379099
2339,70,10140,1Fam,5,5,3,0,5,1945,864,3,GasA,Y,1250,0,2006,147138.594099474
2340,,11923,Twnhs,5,5,2,0,5,1978,1112,3,GasA,Y,1575,0,2007,154488.955312638
2341,60,12342,1Fam,6,5,2,1,6,2003,1638,4,GasA,Y,1040,0,2008,185940.474822339
2342,65,6911,1Fam,5,5,1,1,9,1958,907,3,GasA,Y,1694,0,2009,149128.293305677
2343,,14200,1Fam,5,7,2,1,7,1989,1390,2,GasA,Y,1370,0,2006,210989.173832216
2344,78,8125,1Fam,6,5,1,0,7,1979,747,3,GasA,Y,980,0,2008,151599.945699526
2345,80,18450,1Fam,9,8,2,1,6,1968,1494,2,GasA,Y,2270,0,2007,310291.425832088
2346,,9196,1Fam,6,5,1,1,7,2002,845,3,GasA,Y,1541,0,2006,148026.268402683
2347,79,6324,1Fam,8,7,1,1,6,1940,547,4,GasA,Y,2110,0,2006,164932.540547757
2348,80,12394,TwnhsE,6,5,2,0,6,1974,1054,3,GasA,Y,1802,0,2008,139603.933436714
2349,60,40094,1Fam,8,5,1,1,6,2002,896,3,GasA,Y,1032,0,2006,217628.621820406
2350,65,7244,1Fam,8,5,2,1,7,2006,864,2,GasA,Y,1342,0,2007,192303.455146914
2351,122,6120,1Fam,7,4,1,1,6,1912,941,2,GasA,Y,1478,0,2006,134679.032056801
2352,86,11184,1Fam,5,7,2,1,8,2004,944,3,GasA,Y,1077,0,2008,178041.53264291
2353,63,8529,1Fam,3,5,1,0,5,1971,1347,2,GasA,Y,1131,0,2006,116984.820638266
2354,,12474,1Fam,8,9,1,1,6,1971,372,3,GasA,Y,1092,0,2009,236563.369305792
2355,65,8712,1Fam,8,5,2,0,5,2007,1195,3,GasA,Y,780,0,2009,207625.722952513
2356,63,9600,1Fam,6,7,2,0,6,1975,1056,2,GasA,Y,1196,0,2010,181384.787454549
2357,50,8963,TwnhsE,7,6,2,1,7,2005,1184,1,GasA,Y,1041,0,2008,234142.006797621
2358,70,12354,1Fam,3,5,1,1,5,1959,963,2,GasA,Y,987,0,2008,134803.814650965
2359,51,8500,1Fam,7,5,2,0,7,2005,1120,3,GasA,Y,1164,0,2006,196229.047743518
2360,61,9200,1Fam,5,5,2,0,7,1973,896,3,GasA,N,1285,0,2006,155452.974405725
2361,100,11029,1Fam,7,5,2,1,6,1954,1156,2,GasA,Y,1294,0,2008,174457.213733318
2362,49,12886,TwnhsE,9,3,2,0,8,2004,1582,1,GasA,Y,1200,0,2008,305150.779806779
2363,40,14145,1Fam,9,7,2,1,7,1953,1462,3,GasA,Y,1501,0,2009,298604.675865186
2364,60,8816,1Fam,6,8,1,0,6,1999,1616,2,GasA,Y,1640,0,2007,161362.300590579
2365,60,4712,TwnhsE,7,5,1,1,7,1945,1650,4,GasA,Y,1120,0,2009,175092.365025836
2366,80,7588,1Fam,5,7,1,0,7,1925,1496,4,GasA,Y,2466,0,2006,92726.0646306638
2367,60,11500,1Fam,5,5,2,1,8,1940,1208,2,GasA,N,1350,0,2007,120144.1781351
2368,50,11333,2fmCon,6,5,3,0,6,1999,1728,2,GasA,Y,882,0,2010,197313.3879026
2369,,14450,TwnhsE,7,5,1,0,6,2001,1086,1,GasA,Y,1225,0,2006,231374.730926642
2370,,12358,1Fam,5,5,2,0,7,1954,0,3,GasA,Y,1820,0,2009,138144.383150341
2371,60,13265,1Fam,6,7,1,0,7,1958,483,3,GasA,Y,1470,0,2007,127057.95177484
2372,95,9600,1Fam,7,5,1,0,7,1970,848,2,GasA,N,2668,0,2007,178117.132810636
2373,78,11049,1Fam,9,5,2,0,8,1998,848,3,GasA,Y,2324,0,2007,266217.682877033
2374,,11639,1Fam,8,5,2,0,7,2003,264,2,GasA,Y,1768,0,2008,190325.588416609
2375,82,5271,Twnhs,7,5,1,0,6,2004,1496,3,GasA,N,1344,0,2009,175411.968687911
2376,92,12108,TwnhsE,6,5,2,0,6,2006,840,3,GasA,Y,1178,0,2006,164253.971371823
2377,128,11645,1Fam,6,5,1,1,5,1957,768,2,GasA,N,864,0,2010,123696.030429783
2378,111,12327,1Fam,6,5,1,1,6,1988,764,2,GasA,Y,2576,0,2010,146337.211885384
2379,34,8400,1Fam,5,7,1,2,5,1967,1293,3,GasA,Y,2000,0,2010,130011.523735059
2380,65,10800,1Fam,6,5,2,0,5,2003,732,3,GasA,Y,1720,0,2008,182374.64647411
2381,67,9786,1Fam,10,7,1,1,5,1956,912,3,GasA,Y,1039,0,2006,254209.245146859
2382,80,10656,1Fam,7,5,2,1,6,1962,822,2,GasA,Y,1368,0,2008,160088.048194173
2383,65,6240,1Fam,6,7,1,1,7,1981,768,3,GasA,Y,4676,0,2006,140746.278435277
2384,61,11040,1Fam,6,6,1,0,6,1970,816,4,GasA,Y,864,0,2008,140061.388880864
2385,,4500,1Fam,5,6,1,1,4,1930,1092,2,GasA,N,2668,0,2009,108405.708620472
2386,40,7056,1Fam,6,5,1,0,7,2005,1484,3,GasA,Y,2119,0,2010,160921.297047504
2387,78,12354,Twnhs,5,7,2,0,9,2003,1604,3,GasA,Y,1978,0,2007,214603.466496483
2388,92,16905,1Fam,5,7,2,0,5,1966,2000,2,GasA,Y,1464,0,2006,205257.625260645
2389,61,8500,1Fam,5,5,1,0,8,2007,1673,3,GasA,Y,2466,0,2006,201503.758140016
2390,60,7018,1Fam,4,6,1,1,7,1998,1040,2,GasA,N,2113,0,2006,179711.282611867
2391,,8470,Twnhs,5,5,1,1,4,2003,1575,2,GasA,Y,2097,0,2008,144635.486476093
2392,85,7000,1Fam,5,7,2,0,5,1974,1344,3,GasA,Y,951,0,2009,151861.611361818
2393,47,8633,1Fam,4,8,2,0,8,2004,1157,3,GasA,Y,1732,0,2009,188188.463471129
2394,86,12030,1Fam,6,8,1,0,8,1994,1606,3,GasW,Y,1479,0,2009,185083.610839012
2395,55,7244,1Fam,9,5,1,0,9,1954,728,2,GasA,Y,1506,0,2008,258626.587280344
2396,68,9525,1Fam,7,5,3,1,7,1949,768,3,GasA,N,1223,0,2009,169358.214933222
2397,60,1680,2fmCon,4,5,2,0,7,1966,1063,4,GasA,Y,1337,0,2006,86713.7461724365
2398,65,7800,1Fam,8,5,1,1,5,1948,1240,3,GasA,Y,1324,0,2010,224223.505004485
2399,70,8400,1Fam,7,5,2,0,3,2005,1479,3,GasA,N,1641,0,2010,176859.106572899
2400,83,14442,1Fam,6,9,2,1,7,1976,1057,2,GasA,Y,1626,0,2009,203395.291973103
2401,51,12803,1Fam,7,7,1,0,7,1910,893,4,GasA,Y,1352,0,2009,181747.513949482
2402,67,11120,1Fam,6,5,2,1,6,2000,1499,3,GasA,Y,1125,0,2006,226963.234665635
2403,103,4043,TwnhsE,5,7,1,0,7,2003,740,2,GasA,Y,1696,0,2010,137232.481386993
2404,100,15750,1Fam,7,5,2,1,4,1953,1214,3,GasA,Y,1779,0,2008,223934.945799111
2405,52,8738,TwnhsE,5,5,2,0,5,1960,1125,3,GasA,Y,1225,0,2007,145263.678876123
2406,68,9286,1Fam,5,5,3,0,7,1928,756,3,GasA,Y,1041,0,2007,130084.328839264
2407,79,7500,1Fam,6,6,2,1,6,1967,750,4,GasA,Y,894,0,2008,140659.085878534
2408,70,6897,1Fam,7,7,2,1,4,1993,1430,3,GasA,Y,1792,0,2007,204784.204764866
2409,80,8593,1Fam,6,5,2,0,7,1980,768,3,GasA,Y,1440,0,2007,162639.382325374
2410,72,9100,Twnhs,8,5,2,1,9,1926,1413,2,GasA,Y,972,0,2010,288520.826624618
2411,58,8125,1Fam,7,5,2,1,7,1953,1145,2,GasA,N,1200,0,2009,178629.735299862
2412,80,8405,TwnhsE,8,5,1,1,9,1921,1935,3,GasA,Y,1501,0,2009,255826.197753712
2413,78,12886,1Fam,5,6,2,1,5,1998,1073,4,GasA,Y,958,0,2007,190101.587630072
2414,63,2001,1Fam,8,5,1,0,6,2003,0,3,GasA,Y,835,0,2009,135255.815078858
2415,63,9464,1Fam,8,5,2,1,7,1922,641,2,GasA,Y,2452,0,2006,167931.496502386
2416,,8712,TwnhsE,8,6,1,1,6,2005,1362,4,GasA,Y,2696,0,2008,234064.53959459
2417,65,7711,1Fam,5,5,1,0,5,1976,773,4,GasA,Y,894,0,2007,102803.236501251
2418,65,10029,1Fam,7,6,1,0,5,2006,728,4,GasA,Y,1358,0,2008,171200.440675433
2419,45,8199,1Fam,7,5,2,0,5,1973,1264,3,GasA,Y,1235,0,2006,116502.931999904
2420,35,5400,1Fam,5,5,2,0,9,1950,1225,3,GasA,Y,1121,0,2007,149401.294515258
2421,80,8737,1Fam,4,8,2,0,9,1960,924,3,GasA,Y,1148,0,2009,152319.437497906
2422,104,4058,1Fam,6,8,2,1,10,1974,816,3,GasA,Y,1291,0,2007,202329.476781892
2423,85,11316,1Fam,6,5,2,1,6,1972,876,4,GasA,Y,1370,0,2010,187595.739713416
2424,110,9020,1Fam,8,5,1,0,5,1954,794,2,GasA,Y,1262,0,2009,163126.532802644
2425,120,8712,1Fam,6,5,1,1,4,1998,940,3,GasA,Y,1800,0,2007,140830.756326253
2426,65,12327,1Fam,9,5,1,1,8,1915,972,3,GasA,Y,907,0,2008,284914.561011562
2427,,21535,Duplex,7,6,1,1,8,2000,440,3,GasA,Y,1057,0,2010,199301.08513259
2428,73,12257,1Fam,8,6,2,0,6,1920,972,3,GasA,Y,1502,0,2008,204858.8707973
2429,50,9142,TwnhsE,7,5,2,0,7,2004,864,4,GasA,N,1394,0,2007,178889.402404031
2430,81,10896,1Fam,4,7,2,1,3,1958,1202,3,GasA,Y,1576,0,2007,150686.836305626
2431,60,11394,1Fam,7,6,2,0,8,1926,1273,3,GasA,Y,1800,0,2007,237078.001697108
2432,51,10011,1Fam,6,6,1,0,7,1983,264,3,GasA,Y,1935,0,2008,160585.940292924
2433,80,8750,1Fam,7,6,1,0,10,1892,894,2,GasA,Y,1476,0,2010,169185.997648959
2434,,7937,1Fam,6,4,2,0,5,1924,483,2,GasA,Y,1442,0,2009,94617.3657458615
2435,75,7449,1Fam,7,4,1,1,5,1978,1710,6,GasA,Y,2090,0,2006,195754.242842436
2436,82,9018,1Fam,6,5,2,0,5,1969,1753,2,GasA,Y,912,0,2006,157924.49190211
2437,55,8472,1Fam,5,5,2,1,5,2005,1572,2,GasA,Y,1505,0,2007,161201.580227018
2438,65,15660,Duplex,7,5,3,0,6,1959,806,3,GasA,N,1509,0,2010,177027.552237775
2439,50,7560,1Fam,7,5,1,0,5,2008,1136,3,GasA,Y,1734,0,2006,154855.337641685
2440,51,14762,1Fam,6,7,1,0,6,2003,813,4,GasA,Y,1518,0,2009,134329.078953171
2441,90,9991,1Fam,7,5,2,1,9,1975,1232,2,GasA,Y,969,0,2006,273091.712882791
2442,34,11787,TwnhsE,4,7,2,0,8,2003,793,2,GasA,Y,1095,0,2010,146663.850021221
2443,60,6000,1Fam,9,5,2,0,7,1978,896,6,GasA,Y,1056,0,2007,241711.0375556
2444,80,28698,1Fam,7,6,2,1,9,1938,884,3,GasA,Y,1733,0,2008,292738.975840454
2445,,12090,1Fam,7,5,1,0,4,1976,1340,3,GasA,Y,2078,0,2007,169378.30683229
2446,,5820,1Fam,6,5,1,0,5,1958,672,3,GasA,Y,1728,0,2007,112732.051154383
2447,70,11409,1Fam,6,5,2,0,8,2005,1502,3,GasA,Y,1573,0,2007,178582.235020098
2448,,9000,1Fam,5,5,2,1,6,1958,978,2,GasA,N,1774,0,2008,141331.290899988
2449,71,7535,1Fam,6,5,2,0,8,1910,1216,3,GasA,Y,1244,0,2008,179920.541382795
2450,44,14000,1Fam,4,5,1,1,8,2004,860,3,GasA,Y,720,0,2007,128913.68192646
2451,74,25286,TwnhsE,5,6,2,0,6,1941,1581,2,GasA,Y,1726,0,2007,201509.412286354
2452,,12003,1Fam,7,5,1,0,8,1994,868,4,GasA,Y,1489,0,2008,195929.07543037
2453,60,6930,TwnhsE,6,5,1,0,5,2009,1070,6,GasA,Y,1266,0,2008,186017.267202483
2454,60,15523,TwnhsE,8,5,1,0,5,2009,440,3,GasA,Y,858,0,2009,201527.565470384
2455,34,9947,1Fam,5,5,2,0,7,2004,742,3,GasA,N,1015,0,2009,119422.834652262
2456,100,8314,1Fam,6,5,2,0,4,1982,776,2,GasA,Y,861,0,2006,147378.862847936
2457,60,8172,1Fam,6,5,1,0,5,2008,1024,3,GasA,Y,1968,0,2008,162538.118085067
2458,83,8658,1Fam,7,3,1,1,6,1997,1092,1,GasA,Y,1057,0,2008,187912.043427666
2459,70,7200,1Fam,6,5,2,0,8,1921,864,3,GasA,Y,2094,0,2007,144493.382568537
2460,32,5389,1Fam,10,6,2,0,7,1956,1234,3,GasA,Y,3395,0,2009,243981.126895231
2461,,11924,1Fam,4,9,2,0,6,1978,1196,1,GasA,N,2149,0,2006,139637.753854992
2462,98,7200,1Fam,8,8,1,1,7,1978,1128,3,GasA,Y,987,0,2009,225313.490500478
2463,141,7252,1Fam,6,5,1,1,5,1958,907,4,GasA,Y,892,0,2008,153950.909978561
2464,60,14260,1Fam,5,7,2,0,5,1947,1098,3,GasA,Y,1644,0,2006,191718.517868845
2465,86,10335,1Fam,5,2,1,1,7,1977,1136,1,GasA,Y,1389,0,2010,93177.2459675747
2466,21,7820,1Fam,6,6,2,0,5,1952,1330,2,GasA,Y,1533,0,2006,108739.341339485
2467,78,11404,1Fam,6,5,2,0,7,1924,861,3,GasA,Y,1269,0,2008,167062.677329954
2468,61,16770,1Fam,5,8,2,1,7,1962,732,3,GasA,Y,1212,0,2007,156879.421275397
2469,,12155,1Fam,6,6,2,0,5,1959,768,3,GasA,Y,2392,0,2006,125773.774366134
2470,88,10880,1Fam,8,7,2,1,6,1967,912,3,GasA,Y,1947,0,2009,218760.344369964
2471,44,9803,1Fam,5,7,1,0,5,1961,1372,3,GasW,Y,1355,0,2008,138966.366387054
2472,65,21695,1Fam,5,8,2,0,5,2007,963,3,GasA,Y,1414,0,2007,216698.358538476
2473,80,8800,2fmCon,7,5,2,0,7,1968,960,3,GasA,Y,2062,0,2008,134730.64487881
2474,68,6780,TwnhsE,8,7,1,1,5,1980,1584,3,GasA,Y,480,0,2006,261852.636607114
2475,80,8472,1Fam,9,5,1,0,7,1978,1158,1,GasA,Y,1767,0,2007,243530.048527264
2476,45,15523,1Fam,7,7,2,0,5,2004,1237,2,GasA,Y,2062,0,2006,189007.7059179
2477,80,18800,1Fam,5,7,1,1,6,1954,540,2,GasA,Y,2392,0,2010,120616.884786114
2478,,6240,1Fam,7,5,2,0,8,1964,770,2,GasA,Y,987,0,2009,139165.510627336
2479,93,6600,1Fam,6,7,1,1,9,2000,750,3,GasA,Y,1458,0,2009,185054.604671134
2480,,9590,1Fam,8,5,1,0,4,1968,1606,4,GasA,N,858,0,2009,215196.739110309
2481,60,14230,1Fam,5,6,2,1,8,2006,710,3,GasA,Y,2392,0,2007,169650.444172569
2482,21,10364,1Fam,6,5,2,1,6,1880,626,3,GasA,Y,1008,0,2008,137047.069444479
2483,65,8924,2fmCon,7,5,2,1,5,1918,806,4,GasA,Y,1200,0,2007,159374.249849065
2484,51,12358,1Fam,6,5,1,0,9,2009,0,2,GasA,Y,1196,0,2006,175980.671320277
2485,34,9018,1Fam,7,6,2,0,9,1993,1428,3,GasA,Y,1121,0,2008,200802.538534393
2486,60,11625,1Fam,8,6,1,0,9,1970,686,2,GasA,Y,1767,0,2009,219417.825296635
2487,69,8892,1Fam,6,5,2,0,7,1986,1566,4,GasA,Y,1600,0,2007,204683.512300288
2488,64,13518,Duplex,5,3,1,0,7,2007,725,3,GasA,Y,1402,0,2006,94403.900569994
2489,75,9600,1Fam,5,5,2,0,6,1955,963,4,GasA,Y,1324,0,2010,141173.755263735
2490,67,8200,1Fam,8,5,2,1,6,1962,672,3,GasA,Y,1236,0,2007,160406.957534626
2491,78,11885,1Fam,6,6,1,0,6,1961,848,3,GasA,Y,1510,0,2009,148559.806088411
2492,40,2117,1Fam,8,6,1,0,6,1977,1489,4,GasA,Y,2452,0,2007,212816.035585889
2493,81,9000,1Fam,7,7,2,0,7,1900,540,2,GasA,N,2727,0,2009,149417.017488965
2494,51,10800,1Fam,7,4,2,1,8,1910,1165,2,GasA,Y,968,0,2007,186085.367982681
2495,,2645,1Fam,7,6,2,0,6,1955,1444,4,GasA,Y,1208,0,2009,159086.123367361
2496,65,8640,1Fam,5,5,1,0,6,1950,1065,2,GasA,Y,1339,0,2010,125799.987242977
2497,60,11625,1Fam,7,6,2,1,10,2007,1164,4,GasA,Y,1529,0,2009,277460.737839212
2498,43,9100,1Fam,5,5,1,0,5,1961,1694,2,GasA,Y,630,0,2006,139092.115380078
2499,90,16635,1Fam,8,5,1,0,6,1958,1498,2,GasA,Y,334,0,2009,288676.479695359
2500,69,9196,1Fam,7,7,1,0,4,2006,718,3,GasA,Y,1573,0,2009,168924.004861997
2501,149,9600,1Fam,8,7,1,1,7,2005,1728,3,GasA,Y,1516,0,2007,265286.083957701
2502,21,8814,1Fam,5,6,2,1,6,1975,864,2,GasA,Y,1855,0,2007,88726.7169189644
2503,59,9248,1Fam,6,5,1,1,6,2003,1454,3,GasA,N,1694,0,2009,179209.802710235
2504,34,4435,1Fam,6,5,2,0,6,1996,680,4,GasA,Y,1411,0,2010,183007.518961548
2505,107,6204,1Fam,5,5,1,1,5,2004,731,3,GasA,Y,1518,0,2010,176206.010185879
2506,66,11841,1Fam,7,5,2,0,10,1947,1440,3,GasA,Y,1792,0,2007,218638.307039905
2507,65,11075,1Fam,6,5,2,0,7,1986,936,4,GasA,Y,958,0,2006,198092.740417035
2508,70,7917,1Fam,5,6,1,0,7,1949,853,1,GasA,Y,1167,0,2006,157821.318391637
2509,,5000,1Fam,8,7,2,0,6,2006,1498,2,GasA,Y,1595,0,2010,279395.749240884
2510,50,13125,1Fam,6,7,2,0,6,1962,784,2,GasA,Y,1554,0,2007,177407.491828053
2511,70,14375,1Fam,6,5,1,1,5,1910,1194,3,GasA,Y,1120,0,2008,175248.083714535
2512,76,10440,1Fam,4,4,1,1,4,2002,1117,3,GasW,Y,1680,0,2007,113553.164934636
2513,,10624,1Fam,10,5,2,1,4,1977,1349,3,GasA,Y,1577,0,2007,212237.242938007
2514,,6768,1Fam,6,6,1,0,7,1982,783,2,GasA,N,1639,0,2006,135890.637787939
2515,55,27650,1Fam,9,8,1,1,6,1940,832,4,GasA,Y,1728,0,2009,267732.917550888
2516,68,8536,1Fam,5,5,1,0,5,1954,848,3,GasA,Y,2274,0,2008,109762.364120203
