id,card_name,mana_cost,cmc,colors,type,types,supertypes,subtypes,rarity,power,toughness,loyalty,text,set,set_name
a323d465-c9c2-5e71-a9c1-9174d2012fbf,Winds of Rebuke,{1}{U},2,Blue,Instant,Instant,"","",Common,"",,"",Return target nonland permanent to its owner's hand. Each player puts the top two cards of their library into their graveyard.,AKH,Amonkhet
b78d390a-d8ba-5d04-919e-76d4691d0f78,Winged Shepherd,{5}{W},6,White,Creature — Angel,Creature,"",Angel,Common,3,3,"","Flying, vigilance
Cycling {W} ({W}, Discard this card: Draw a card.)",AKH,Amonkhet
763eba1a-12d3-5e90-9cca-67bddcc2b143,Woodland Stream,"",0,"",Land,Land,"","",Common,"",,"","Woodland Stream enters the battlefield tapped.
{T}: Add {G} or {U}.",AKH,Amonkhet
00087aa5-4199-58ba-8e06-7acb796060cb,Zenith Seeker,{3}{U},4,Blue,Creature — Bird Wizard,Creature,"",Bird Wizard,Uncommon,2,2,"","Flying
Whenever you cycle or discard a card, target creature gains flying until end of turn.",AKH,Amonkhet
78ee699f-d25d-594d-abd0-176af9cdbc9f,Ad Nauseam,{3}{B}{B},5,Black,Instant,Instant,"","",Rare,"","",,Reveal the top card of your library and put that card into your hand. You lose life equal to its converted mana cost. You may repeat this process any number of times.,ALA,Shards of Alara
bb9d5210-61ba-5ace-a8aa-efd203c8bf7c,Agony Warp,{U}{B},2,Black Blue,Instant,Instant,"","",Common,"","",,"Target creature gets -3/-0 until end of turn.
Target creature gets -0/-3 until end of turn.",ALA,Shards of Alara
1ae9ac40-2cf2-5751-a96d-a69ce5ee9230,Ajani Vengeant,{2}{R}{W},4,Red White,Legendary Planeswalker — Ajani,Planeswalker,Legendary,Ajani,Mythic,"","",3,"[+1]: Target permanent doesn't untap during its controller's next untap step.
[−2]: Ajani Vengeant deals 3 damage to any target and you gain 3 life.
[−7]: Destroy all lands target player controls.",ALA,Shards of Alara
83a9b38c-b4da-52b3-9540-e85155a49335,Akrasan Squire,{W},1,White,Creature — Human Soldier,Creature,"",Human Soldier,Common,1,1,,"Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)",ALA,Shards of Alara
674a2078-a470-5798-ae9f-cefc8c371f0d,Algae Gharial,{3}{G},4,Green,Creature — Crocodile,Creature,"",Crocodile,Uncommon,1,1,,"Shroud (This creature can't be the target of spells or abilities.)
Whenever another creature dies, you may put a +1/+1 counter on Algae Gharial.",ALA,Shards of Alara
6f768a32-25b0-58d5-a6e1-131b39b4f127,Angel's Herald,{W},1,White,Creature — Human Cleric,Creature,"",Human Cleric,Uncommon,1,1,,"{2}{W}, {T}, Sacrifice a green creature, a white creature, and a blue creature: Search your library for a card named Empyrial Archangel and put it onto the battlefield. Then shuffle your library.",ALA,Shards of Alara
a841bde3-4baa-5754-9dfe-54edf9ba0ce5,Angelic Benediction,{3}{W},4,White,Enchantment,Enchantment,"","",Uncommon,"","",,"Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)
Whenever a creature you control attacks alone, you may tap target creature.",ALA,Shards of Alara
c4663fbf-60b5-5a87-aeab-bc9fe87ba7d0,Angelsong,{1}{W},2,White,Instant,Instant,"","",Common,"","",,"Prevent all combat damage that would be dealt this turn.
Cycling {2} ({2}, Discard this card: Draw a card.)",ALA,Shards of Alara
9479041a-d90d-5e90-8392-fb48d74bc12b,Arcane Sanctum,"",0,"",Land,Land,"","",Uncommon,"","",,"Arcane Sanctum enters the battlefield tapped.
{T}: Add {W}, {U}, or {B}.",ALA,Shards of Alara
ba4d338f-4bac-5cca-b363-3bbb5b0f9e7b,Archdemon of Unx,{5}{B}{B},7,Black,Creature — Demon,Creature,"",Demon,Rare,6,6,,"Flying, trample
At the beginning of your upkeep, sacrifice a non-Zombie creature, then create a 2/2 black Zombie creature token.",ALA,Shards of Alara
c6bd120e-d5e1-5c9d-9c87-215542215f13,Banewasp Affliction,{1}{B},2,Black,Enchantment — Aura,Enchantment,"",Aura,Common,"","",,"Enchant creature
When enchanted creature dies, that creature's controller loses life equal to its toughness.",ALA,Shards of Alara
3a24da6f-d887-5599-96df-7b8f3bf963d1,Bant Battlemage,{2}{W},3,White,Creature — Human Wizard,Creature,"",Human Wizard,Uncommon,2,2,,"{G}, {T}: Target creature gains trample until end of turn.
{U}, {T}: Target creature gains flying until end of turn.",ALA,Shards of Alara
96f66777-c509-515c-baea-cf56ba6dcb83,Bant Charm,{G}{W}{U},3,Green Blue White,Instant,Instant,"","",Uncommon,"","",,"Choose one —
• Destroy target artifact.
• Put target creature on the bottom of its owner's library.
• Counter target instant spell.",ALA,Shards of Alara
c3b41579-c162-5b46-ba76-3a099642227d,Bant Panorama,"",0,"",Land,Land,"","",Common,"","",,"{T}: Add {C}.
{1}, {T}, Sacrifice Bant Panorama: Search your library for a basic Forest, Plains, or Island card and put it onto the battlefield tapped. Then shuffle your library.",ALA,Shards of Alara
9dc48782-facf-53f8-a9b9-1b0c453268d5,Battlegrace Angel,{3}{W}{W},5,White,Creature — Angel,Creature,"",Angel,Rare,4,4,,"Flying
Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)
Whenever a creature you control attacks alone, it gains lifelink until end of turn.",ALA,Shards of Alara
f6b835ea-e3e8-5118-bee0-157e345776a0,Behemoth's Herald,{G},1,Green,Creature — Elf Shaman,Creature,"",Elf Shaman,Uncommon,1,1,,"{2}{G}, {T}, Sacrifice a red creature, a green creature, and a white creature: Search your library for a card named Godsire and put it onto the battlefield. Then shuffle your library.",ALA,Shards of Alara
0d3fbea8-7ed5-5b2e-977c-3011afcad269,Blightning,{1}{B}{R},3,Black Red,Sorcery,Sorcery,"","",Common,"","",,Blightning deals 3 damage to target player or planeswalker. That player or that planeswalker's controller discards two cards.,ALA,Shards of Alara
860ea070-afd3-5021-97be-755eb6f0d40f,Blister Beetle,{1}{B},2,Black,Creature — Insect,Creature,"",Insect,Common,1,1,,"When Blister Beetle enters the battlefield, target creature gets -1/-1 until end of turn.",ALA,Shards of Alara
2ec5a24b-2b4f-5041-97e0-fa27a0456767,Blood Cultist,{1}{B}{R},3,Black Red,Creature — Human Wizard,Creature,"",Human Wizard,Uncommon,1,1,,"{T}: Blood Cultist deals 1 damage to target creature.
Whenever a creature dealt damage by Blood Cultist this turn dies, put a +1/+1 counter on Blood Cultist.",ALA,Shards of Alara
371317c2-a8f3-5197-9fa8-47948dbdde5f,Bloodpyre Elemental,{4}{R},5,Red,Creature — Elemental,Creature,"",Elemental,Common,4,1,,Sacrifice Bloodpyre Elemental: It deals 4 damage to target creature. Activate this ability only any time you could cast a sorcery.,ALA,Shards of Alara
acdafa49-6e5c-5548-9180-a81f26e2973c,Bloodthorn Taunter,{1}{R},2,Red,Creature — Human Scout,Creature,"",Human Scout,Common,1,1,,"Haste
{T}: Target creature with power 5 or greater gains haste until end of turn.",ALA,Shards of Alara
5ee8c206-702f-5751-8942-62a13857f36e,Bone Splinters,{B},1,Black,Sorcery,Sorcery,"","",Common,"","",,"As an additional cost to cast this spell, sacrifice a creature.
Destroy target creature.",ALA,Shards of Alara
49e823b3-6fa4-53c8-b580-c10ce00c265d,Branching Bolt,{1}{R}{G},3,Green Red,Instant,Instant,"","",Common,"","",,"Choose one or both —
• Branching Bolt deals 3 damage to target creature with flying.
• Branching Bolt deals 3 damage to target creature without flying.",ALA,Shards of Alara
44e063c3-7f4b-5549-95cd-723d6c144cd2,Brilliant Ultimatum,{W}{W}{U}{U}{U}{B}{B},7,Black Blue White,Sorcery,Sorcery,"","",Rare,"","",,Exile the top five cards of your library. An opponent separates those cards into two piles. You may play any number of cards from one of those piles without paying their mana costs.,ALA,Shards of Alara
d3261f8a-5057-52b2-a728-a97b41766769,Broodmate Dragon,{3}{B}{R}{G},6,Black Green Red,Creature — Dragon,Creature,"",Dragon,Rare,4,4,,"Flying
When Broodmate Dragon enters the battlefield, create a 4/4 red Dragon creature token with flying.",ALA,Shards of Alara
492247ff-9774-5a6c-8369-c3081c6f6551,Bull Cerodon,{4}{R}{W},6,Red White,Creature — Beast,Creature,"",Beast,Uncommon,5,5,,"Vigilance, haste",ALA,Shards of Alara
55d80063-8b1c-5d83-b1e2-8d99dba9bbba,Caldera Hellion,{3}{R}{R},5,Red,Creature — Hellion,Creature,"",Hellion,Rare,3,3,,"Devour 1 (As this enters the battlefield, you may sacrifice any number of creatures. This creature enters the battlefield with that many +1/+1 counters on it.)
When Caldera Hellion enters the battlefield, it deals 3 damage to each creature.",ALA,Shards of Alara
1629a6b5-7727-534a-8454-f86e6f99395c,Call to Heel,{1}{U},2,Blue,Instant,Instant,"","",Common,"","",,Return target creature to its owner's hand. Its controller draws a card.,ALA,Shards of Alara
979c5b3c-e342-5058-8e16-89f2b4bbbe83,Cancel,{1}{U}{U},3,Blue,Instant,Instant,"","",Common,"","",,Counter target spell.,ALA,Shards of Alara
7f7a8d86-9a5a-54e7-9924-74f9e16f04c6,Carrion Thrash,{2}{B}{R}{G},5,Black Green Red,Creature — Viashino Warrior,Creature,"",Viashino Warrior,Common,4,4,,"When Carrion Thrash dies, you may pay {2}. If you do, return another target creature card from your graveyard to your hand.",ALA,Shards of Alara
93cbdaf3-b958-5f18-ba8d-07a1c1e8173b,Cathartic Adept,{U},1,Blue,Creature — Human Wizard,Creature,"",Human Wizard,Common,1,1,,{T}: Target player puts the top card of their library into their graveyard.,ALA,Shards of Alara
dbc49938-40a4-52df-a171-ddf7b9e717d8,Cavern Thoctar,{5}{G},6,Green,Creature — Beast,Creature,"",Beast,Common,5,5,,{1}{R}: Cavern Thoctar gets +1/+0 until end of turn.,ALA,Shards of Alara
3f365fb3-f0ad-51f8-b350-a823de1bf6c2,Clarion Ultimatum,{G}{G}{W}{W}{W}{U}{U},7,Green Blue White,Sorcery,Sorcery,"","",Rare,"","",,"Choose five permanents you control. For each of those permanents, you may search your library for a card with the same name as that permanent. Put those cards onto the battlefield tapped, then shuffle your library.",ALA,Shards of Alara
7fae3e1d-2171-51b1-a084-892380d47a95,Cloudheath Drake,{4}{U},5,Blue,Artifact Creature — Drake,Artifact Creature,"",Drake,Common,3,3,,"Flying
{1}{W}: Cloudheath Drake gains vigilance until end of turn.",ALA,Shards of Alara
0c670886-13b1-5f0e-b378-8889d487ed9a,Coma Veil,{4}{U},5,Blue,Enchantment — Aura,Enchantment,"",Aura,Common,"","",,"Enchant artifact or creature
Enchanted permanent doesn't untap during its controller's untap step.",ALA,Shards of Alara
fcdeea11-a1d3-534d-aafe-7d86eb1cbef5,Corpse Connoisseur,{4}{B},5,Black,Creature — Zombie Wizard,Creature,"",Zombie Wizard,Uncommon,3,3,,"When Corpse Connoisseur enters the battlefield, you may search your library for a creature card and put that card into your graveyard. If you do, shuffle your library.
Unearth {3}{B} ({3}{B}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)",ALA,Shards of Alara
0e629203-effc-50e0-a9fc-27b43b631e3b,Courier's Capsule,{1}{U},2,Blue,Artifact,Artifact,"","",Common,"","",,"{1}{U}, {T}, Sacrifice Courier's Capsule: Draw two cards.",ALA,Shards of Alara
9543736c-3703-56ea-956e-76fccb82b7bb,Court Archers,{2}{G},3,Green,Creature — Human Archer,Creature,"",Human Archer,Common,1,3,,"Reach (This creature can block creatures with flying.)
Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)",ALA,Shards of Alara
6dd10da4-83ee-5e31-95c9-859528b22bd1,Covenant of Minds,{4}{U},5,Blue,Sorcery,Sorcery,"","",Rare,"","",,"Reveal the top three cards of your library. Target opponent may choose to put those cards into your hand. If they don't, put those cards into your graveyard and draw five cards.",ALA,Shards of Alara
f291f6ab-22d9-5802-b687-26d22fb04b66,Cradle of Vitality,{3}{W},4,White,Enchantment,Enchantment,"","",Rare,"","",,"Whenever you gain life, you may pay {1}{W}. If you do, put a +1/+1 counter on target creature for each 1 life you gained.",ALA,Shards of Alara
07ae879a-ae13-54d5-a97a-cb9b5420ddf3,Crucible of Fire,{3}{R},4,Red,Enchantment,Enchantment,"","",Rare,"","",,Dragon creatures you control get +3/+3.,ALA,Shards of Alara
689b7c2b-d2bd-591e-935b-16e0285910b6,Cruel Ultimatum,{U}{U}{B}{B}{B}{R}{R},7,Black Red Blue,Sorcery,Sorcery,"","",Rare,"","",,"Target opponent sacrifices a creature, discards three cards, then loses 5 life. You return a creature card from your graveyard to your hand, draw three cards, then gain 5 life.",ALA,Shards of Alara
5a6422ae-1aef-5139-b6ac-60dc0e9a7f06,Crumbling Necropolis,"",0,"",Land,Land,"","",Uncommon,"","",,"Crumbling Necropolis enters the battlefield tapped.
{T}: Add {U}, {B}, or {R}.",ALA,Shards of Alara
4883c144-0430-5ec2-8545-730e6d4dbfbc,Cunning Lethemancer,{2}{B},3,Black,Creature — Human Wizard,Creature,"",Human Wizard,Rare,2,2,,"At the beginning of your upkeep, each player discards a card.",ALA,Shards of Alara
a4535e71-4659-514b-8c8a-ddac7c6f0b48,Cylian Elf,{1}{G},2,Green,Creature — Elf Scout,Creature,"",Elf Scout,Common,2,2,,"",ALA,Shards of Alara
37680b5e-8d28-5353-afeb-379fbb85c9f3,Dawnray Archer,{2}{U},3,Blue,Creature — Human Archer,Creature,"",Human Archer,Uncommon,1,1,,"Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)
{W}, {T}: Dawnray Archer deals 1 damage to target attacking or blocking creature.",ALA,Shards of Alara
7f4e6a03-af77-5c07-9c41-24966221d292,Death Baron,{1}{B}{B},3,Black,Creature — Zombie Wizard,Creature,"",Zombie Wizard,Rare,2,2,,Skeletons you control and other Zombies you control get +1/+1 and have deathtouch.,ALA,Shards of Alara
624e4393-6e3e-5406-9093-a9515ede0d83,Deathgreeter,{B},1,Black,Creature — Human Shaman,Creature,"",Human Shaman,Common,1,1,,"Whenever another creature dies, you may gain 1 life.",ALA,Shards of Alara
24be4801-a1d9-5cc4-baec-ed91c9cb7546,Deft Duelist,{W}{U},2,Blue White,Creature — Human Rogue,Creature,"",Human Rogue,Common,2,1,,"First strike
Shroud (This creature can't be the target of spells or abilities.)",ALA,Shards of Alara
4292670f-7e54-5d23-b8b4-2aed64995bb3,Demon's Herald,{B},1,Black,Creature — Human Wizard,Creature,"",Human Wizard,Uncommon,1,1,,"{2}{B}, {T}, Sacrifice a blue creature, a black creature, and a red creature: Search your library for a card named Prince of Thralls and put it onto the battlefield. Then shuffle your library.",ALA,Shards of Alara
63f54569-f12f-578b-bf1e-1c5a7ecb72af,Dispeller's Capsule,{W},1,White,Artifact,Artifact,"","",Common,"","",,"{2}{W}, {T}, Sacrifice Dispeller's Capsule: Destroy target artifact or enchantment.",ALA,Shards of Alara
c6581345-841c-5928-968c-a89a6c75a8bc,Dragon Fodder,{1}{R},2,Red,Sorcery,Sorcery,"","",Common,"","",,Create two 1/1 red Goblin creature tokens.,ALA,Shards of Alara
b44d8dcd-569d-5af2-b5b1-fa0f65a32915,Dragon's Herald,{R},1,Red,Creature — Goblin Shaman,Creature,"",Goblin Shaman,Uncommon,1,1,,"{2}{R}, {T}, Sacrifice a black creature, a red creature, and a green creature: Search your library for a card named Hellkite Overlord and put it onto the battlefield. Then shuffle your library.",ALA,Shards of Alara
401228fe-7994-550b-b4d5-86a37d8d6ca2,Dreg Reaver,{4}{B},5,Black,Creature — Zombie Beast,Creature,"",Zombie Beast,Common,4,3,,"",ALA,Shards of Alara
3a05745d-c40d-577c-89ae-b65db4f4bf3e,Dregscape Zombie,{1}{B},2,Black,Creature — Zombie,Creature,"",Zombie,Common,2,1,,Unearth {B} ({B}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.),ALA,Shards of Alara
291a2594-c6b7-5a35-a7bf-c0213f959493,Druid of the Anima,{1}{G},2,Green,Creature — Elf Druid,Creature,"",Elf Druid,Common,1,1,,"{T}: Add {R}, {G}, or {W}.",ALA,Shards of Alara
83f837b2-2fbf-57d8-8d06-1eee9b0e75a5,Drumhunter,{3}{G},4,Green,Creature — Human Druid Warrior,Creature,"",Human Druid Warrior,Uncommon,2,2,,"At the beginning of your end step, if you control a creature with power 5 or greater, you may draw a card.
{T}: Add {C}.",ALA,Shards of Alara
e21b7156-3148-5ca2-b157-7225bbf155c2,"Elspeth, Knight-Errant",{2}{W}{W},4,White,Legendary Planeswalker — Elspeth,Planeswalker,Legendary,Elspeth,Mythic,"","",4,"[+1]: Create a 1/1 white Soldier creature token.
[+1]: Target creature gets +3/+3 and gains flying until end of turn.
[−8]: You get an emblem with """"Artifacts, creatures, enchantments, and lands you control have indestructible.""""",ALA,Shards of Alara
27bd8f2f-5dbb-5cb6-9e81-9aed9ca3d18c,Elvish Visionary,{1}{G},2,Green,Creature — Elf Shaman,Creature,"",Elf Shaman,Common,1,1,,"When Elvish Visionary enters the battlefield, draw a card.",ALA,Shards of Alara
bcaa7e12-2db6-50d8-89f8-b466e5fa24dd,Empyrial Archangel,{4}{G}{W}{W}{U},8,Green Blue White,Creature — Angel,Creature,"",Angel,Mythic,5,8,,"Flying
Shroud (This creature can't be the target of spells or abilities.)
All damage that would be dealt to you is dealt to Empyrial Archangel instead.",ALA,Shards of Alara
d217bdfd-5113-502a-84a7-deeee2bb7009,Esper Battlemage,{2}{U},3,Blue,Artifact Creature — Human Wizard,Artifact Creature,"",Human Wizard,Uncommon,2,2,,"{W}, {T}: Prevent the next 2 damage that would be dealt to you this turn.
{B}, {T}: Target creature gets -1/-1 until end of turn.",ALA,Shards of Alara
1c7135cf-e0c1-52ea-a802-801df0da422b,Esper Charm,{W}{U}{B},3,Black Blue White,Instant,Instant,"","",Uncommon,"","",,"Choose one —
• Destroy target enchantment.
• Draw two cards.
• Target player discards two cards.",ALA,Shards of Alara
520bf5ee-3777-50f5-a433-0d2e11e9e022,Esper Panorama,"",0,"",Land,Land,"","",Common,"","",,"{T}: Add {C}.
{1}, {T}, Sacrifice Esper Panorama: Search your library for a basic Plains, Island, or Swamp card and put it onto the battlefield tapped. Then shuffle your library.",ALA,Shards of Alara
ae3cb46f-9d7e-5900-8210-af7cb18e02cb,Etherium Astrolabe,{2}{U},3,Blue,Artifact,Artifact,"","",Uncommon,"","",,"Flash
{B}, {T}, Sacrifice an artifact: Draw a card.",ALA,Shards of Alara
41b28075-7189-5fac-ac44-117bf0eef953,Etherium Sculptor,{1}{U},2,Blue,Artifact Creature — Vedalken Artificer,Artifact Creature,"",Vedalken Artificer,Common,1,2,,Artifact spells you cast cost {1} less to cast.,ALA,Shards of Alara
422651de-8989-5238-a3fd-1ab5f4be3691,Ethersworn Canonist,{1}{W},2,White,Artifact Creature — Human Cleric,Artifact Creature,"",Human Cleric,Rare,2,2,,Each player who has cast a nonartifact spell this turn can't cast additional nonartifact spells.,ALA,Shards of Alara
88a260eb-197e-54e6-97e8-f38e039fd89e,Excommunicate,{2}{W},3,White,Sorcery,Sorcery,"","",Common,"","",,Put target creature on top of its owner's library.,ALA,Shards of Alara
c36823c8-a2e0-5771-8c48-56fd6f1d1e52,Executioner's Capsule,{B},1,Black,Artifact,Artifact,"","",Common,"","",,"{1}{B}, {T}, Sacrifice Executioner's Capsule: Destroy target nonblack creature.",ALA,Shards of Alara
19e0efce-b99a-5631-83b8-b218e29e6fca,Exuberant Firestoker,{2}{R},3,Red,Creature — Human Druid Shaman,Creature,"",Human Druid Shaman,Uncommon,1,1,,"At the beginning of your end step, if you control a creature with power 5 or greater, you may have Exuberant Firestoker deal 2 damage to target player or planeswalker.
{T}: Add {C}.",ALA,Shards of Alara
71997b05-006c-590b-a0ea-2a663ac496a0,Fatestitcher,{3}{U},4,Blue,Creature — Zombie Wizard,Creature,"",Zombie Wizard,Uncommon,1,2,,"{T}: You may tap or untap another target permanent.
Unearth {U} ({U}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)",ALA,Shards of Alara
1f511c95-466e-5735-8b21-2c6a29774ad5,Feral Hydra,{X}{G},1,Green,Creature — Hydra Beast,Creature,"",Hydra Beast,Rare,0,0,,"Feral Hydra enters the battlefield with X +1/+1 counters on it.
{3}: Put a +1/+1 counter on Feral Hydra. Any player may activate this ability.",ALA,Shards of Alara
e808a38a-62a4-5d17-ad66-e4d400180e6a,Filigree Sages,{3}{U},4,Blue,Artifact Creature — Vedalken Wizard,Artifact Creature,"",Vedalken Wizard,Uncommon,2,3,,{2}{U}: Untap target artifact.,ALA,Shards of Alara
a53cb320-598d-51b4-ab06-f11f4545bdd3,Fire-Field Ogre,{1}{U}{B}{R},4,Black Red Blue,Creature — Ogre Mutant,Creature,"",Ogre Mutant,Uncommon,4,2,,"First strike
Unearth {U}{B}{R} ({U}{B}{R}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)",ALA,Shards of Alara
cb67244d-1f22-5af9-83bc-02ea9f5d4174,Flameblast Dragon,{4}{R}{R},6,Red,Creature — Dragon,Creature,"",Dragon,Rare,5,5,,"Flying
Whenever Flameblast Dragon attacks, you may pay {X}{R}. If you do, Flameblast Dragon deals X damage to any target.",ALA,Shards of Alara
0229309b-4fb8-54ba-8568-e4e5d5e491b8,Fleshbag Marauder,{2}{B},3,Black,Creature — Zombie Warrior,Creature,"",Zombie Warrior,Uncommon,3,1,,"When Fleshbag Marauder enters the battlefield, each player sacrifices a creature.",ALA,Shards of Alara
02684cd8-cd9a-5d29-bcbe-b0d3d849791d,Forest,"",0,"",Basic Land — Forest,Land,Basic,Forest,Common,"","",,({T}: Add {G}.),ALA,Shards of Alara
50b05289-33f5-5dbb-a89e-88f5ae303581,Forest,"",0,"",Basic Land — Forest,Land,Basic,Forest,Common,"","",,({T}: Add {G}.),ALA,Shards of Alara
2508e967-8830-5eff-8b66-ba9832f70072,Forest,"",0,"",Basic Land — Forest,Land,Basic,Forest,Common,"","",,({T}: Add {G}.),ALA,Shards of Alara
1568cc59-222e-5824-9a26-37091bfa0abf,Forest,"",0,"",Basic Land — Forest,Land,Basic,Forest,Common,"","",,({T}: Add {G}.),ALA,Shards of Alara
fde62447-3abc-5334-a4b0-0d5b073036a5,Gather Specimens,{3}{U}{U}{U},6,Blue,Instant,Instant,"","",Rare,"","",,"If a creature would enter the battlefield under an opponent's control this turn, it enters the battlefield under your control instead.",ALA,Shards of Alara
64773d3e-8e2d-5387-8a28-c7a1dab29bec,Gift of the Gargantuan,{2}{G},3,Green,Sorcery,Sorcery,"","",Common,"","",,Look at the top four cards of your library. You may reveal a creature card and/or a land card from among them and put the revealed cards into your hand. Put the rest on the bottom of your library in any order.,ALA,Shards of Alara
9695526d-3fbb-5724-b563-f7b1e909d870,Glaze Fiend,{1}{B},2,Black,Artifact Creature — Illusion,Artifact Creature,"",Illusion,Common,0,1,,"Flying
Whenever another artifact enters the battlefield under your control, Glaze Fiend gets +2/+2 until end of turn.",ALA,Shards of Alara
a9e7e03d-32ad-5f23-b208-f6e50bb8993c,Goblin Assault,{2}{R},3,Red,Enchantment,Enchantment,"","",Rare,"","",,"At the beginning of your upkeep, create a 1/1 red Goblin creature token with haste.
Goblin creatures attack each combat if able.",ALA,Shards of Alara
f7ed9c38-1041-5ce4-9ae2-3bc78beb0c36,Goblin Deathraiders,{B}{R},2,Black Red,Creature — Goblin Warrior,Creature,"",Goblin Warrior,Common,3,1,,Trample,ALA,Shards of Alara
b74c3f06-5aba-5412-aecc-b61f13553bc7,Goblin Mountaineer,{R},1,Red,Creature — Goblin Scout,Creature,"",Goblin Scout,Common,1,1,,Mountainwalk (This creature can't be blocked as long as defending player controls a Mountain.),ALA,Shards of Alara
f99f4f33-3f9f-5288-875e-fad8ecaf8aa0,Godsire,{4}{R}{G}{G}{W},8,Green Red White,Creature — Beast,Creature,"",Beast,Mythic,8,8,,"Vigilance
{T}: Create an 8/8 Beast creature token that's red, green, and white.",ALA,Shards of Alara
0978af0f-7eb7-59c3-a7d9-18b73bab83cb,Godtoucher,{3}{G},4,Green,Creature — Elf Cleric,Creature,"",Elf Cleric,Common,2,2,,"{1}{W}, {T}: Prevent all damage that would be dealt to target creature with power 5 or greater this turn.",ALA,Shards of Alara
90447835-b53b-5bb3-97e7-36c590b7e507,Grixis Battlemage,{2}{B},3,Black,Creature — Human Wizard,Creature,"",Human Wizard,Uncommon,2,2,,"{U}, {T}: Draw a card, then discard a card.
{R}, {T}: Target creature can't block this turn.",ALA,Shards of Alara
e53a2660-0ff3-59ef-a9e6-db0e3d19fd21,Grixis Charm,{U}{B}{R},3,Black Red Blue,Instant,Instant,"","",Uncommon,"","",,"Choose one —
• Return target permanent to its owner's hand.
• Target creature gets -4/-4 until end of turn.
• Creatures you control get +2/+0 until end of turn.",ALA,Shards of Alara
9a8ceb06-bd53-564a-904f-fc25e934b36e,Grixis Panorama,"",0,"",Land,Land,"","",Common,"","",,"{T}: Add {C}.
{1}, {T}, Sacrifice Grixis Panorama: Search your library for a basic Island, Swamp, or Mountain card and put it onto the battlefield tapped. Then shuffle your library.",ALA,Shards of Alara
6e6e7fa0-8ac9-5c2a-8411-938b16c3ca61,Guardians of Akrasa,{2}{W},3,White,Creature — Human Soldier,Creature,"",Human Soldier,Common,0,4,,"Defender (This creature can't attack.)
Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)",ALA,Shards of Alara
8d8b0560-eeb5-5454-a626-31e96f165f91,Gustrider Exuberant,{2}{W},3,White,Creature — Human Wizard,Creature,"",Human Wizard,Common,1,2,,"Flying
Sacrifice Gustrider Exuberant: Creatures you control with power 5 or greater gain flying until end of turn.",ALA,Shards of Alara
4322fee2-f028-5b94-968d-ec3cc4eb4e2f,Hell's Thunder,{1}{R}{R},3,Red,Creature — Elemental,Creature,"",Elemental,Rare,4,4,,"Flying, haste
At the beginning of the end step, sacrifice Hell's Thunder.
Unearth {4}{R} ({4}{R}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)",ALA,Shards of Alara
5678b17e-2e64-5658-9db8-b3b79995ed65,Hellkite Overlord,{4}{B}{R}{R}{G},8,Black Green Red,Creature — Dragon,Creature,"",Dragon,Mythic,8,8,,"Flying, trample, haste
{R}: Hellkite Overlord gets +1/+0 until end of turn.
{B}{G}: Regenerate Hellkite Overlord.",ALA,Shards of Alara
d3387fcb-c52d-59c5-9c9e-e2679aac66d0,Hindering Light,{W}{U},2,Blue White,Instant,Instant,"","",Common,"","",,"Counter target spell that targets you or a permanent you control.
Draw a card.",ALA,Shards of Alara
e3d3048a-3946-5c08-832b-768374bccfce,Hissing Iguanar,{2}{R},3,Red,Creature — Lizard,Creature,"",Lizard,Common,3,1,,"Whenever another creature dies, you may have Hissing Iguanar deal 1 damage to target player or planeswalker.",ALA,Shards of Alara
242b16ef-f7fb-5a9f-9096-229761004873,Immortal Coil,{2}{B}{B},4,Black,Artifact,Artifact,"","",Rare,"","",,"{T}, Exile two cards from your graveyard: Draw a card.
If damage would be dealt to you, prevent that damage. Exile a card from your graveyard for each 1 damage prevented this way.
When there are no cards in your graveyard, you lose the game.",ALA,Shards of Alara
7588b3eb-008d-505f-aa23-1b3c489bb9a9,Incurable Ogre,{3}{R},4,Red,Creature — Ogre Mutant,Creature,"",Ogre Mutant,Common,5,1,,"",ALA,Shards of Alara
4c86b72a-2ed4-5150-9971-5c946c442584,Infest,{1}{B}{B},3,Black,Sorcery,Sorcery,"","",Uncommon,"","",,All creatures get -2/-2 until end of turn.,ALA,Shards of Alara
