id,current_date,future_date,current_price,future_price
2ff7c128-a083-57bd-b36d-06953534e808,2017-04-28,2017-06-30,0.24,0.18
2ffc5794-6e5a-530a-bc3e-cda04bb2b287,2018-01-19,2018-03-23,8.75,8.97
2ffcf946-47c4-5fc0-acf5-f80a9f762b9d,2019-05-03,2019-07-05,0.13,0.15
2ffd3368-5298-5fc7-9bf1-b08467f83f5c,2018-10-05,2018-12-07,1.35,1.88
3005f92c-b9d1-51c3-9574-0ecb26c540cd,2018-04-27,2018-06-29,0.15,0.13
300cf579-74d7-5c8b-a32f-2652b5847457,2015-03-27,2015-05-29,0.26,0.2
300dcd14-7204-5c35-8287-f4fde6e8273f,2018-10-05,2018-12-07,0.28,0.25
301d7e00-e785-5519-998a-bf7c8d953200,2015-03-27,2015-05-29,0.5,0.28
301ea8c7-1c8d-504a-9faa-ae8b86b02436,2019-01-25,2019-03-29,0.21,0.2
3023e4d2-394c-5a67-87e1-3602c41f65a9,2012-07-13,2012-09-14,2.56,1.84
302b1b22-6009-51d7-8c62-2c98deadb978,2016-09-30,2016-12-02,0.16,0.15
302c417d-a598-5f67-a7e6-aae205c7c325,2015-10-02,2015-12-04,0.44,0.29
302ca8d4-9c95-52f4-a3a7-e4e9edb8032e,2012-10-05,2012-12-07,3.07,2.26
302eb794-f331-54d0-9817-f0fc1bc8d9b3,2018-04-27,2018-06-29,0.59,0.49
3038f7c5-4623-53c0-a4bd-23f3da4a8442,2015-07-17,2015-09-18,0.24,0.18
303e7c23-b408-5265-82a6-61b7c5a668d7,2015-01-23,2015-03-27,0.25,0.16
30543aa0-3dfc-59f1-bcc9-71e099aa2728,2015-10-02,2015-12-04,0.28,0.2
30605710-f6cf-54e8-a56e-ab046d2e5a85,2017-01-20,2017-03-24,0.16,0.15
30622416-b35b-53c0-9d42-e76dd26a0771,2016-07-22,2016-09-23,0.57,0.39
30671bc2-cbea-5377-8dc9-51009c52e830,2014-09-26,2014-11-28,0.15,0.14
30733476-d360-51ba-aae3-c5c0046369a1,2016-04-08,2016-06-10,1.35,0.71
307765b1-a47b-5822-a020-7dcd867292f5,2018-04-27,2018-06-29,0.15,0.13
30845f34-05e5-5953-a6cc-bc92c3115849,2016-09-30,2016-12-02,0.14,0.14
30b4c92c-4698-5a0e-b0c9-8fc451f9da13,2018-01-19,2018-03-23,4.76,5.24
30b9cc5c-3bca-5022-a146-5892448e9f5c,2015-03-27,2015-05-29,0.33,0.2
30c6dc7a-4e0a-5049-8be4-fa95b72173cc,2019-01-25,2019-03-29,0.14,0.12
30c87f92-3947-5f1e-a411-1ee77b0c3db5,2012-07-13,2012-09-14,1.18,0.72
30d51a57-5cec-52e0-b34b-e0f4380f46dd,2010-10-01,2010-12-03,,0.45
30d80c4b-1f96-5080-853f-be13ea204d0e,2012-10-05,2012-12-07,0.9,0.81
30da711d-e618-57b0-be9f-10f843c79ee5,2018-07-13,2018-09-14,0.15,0.14
30e67950-09d1-5233-84db-d611b0db59a5,2015-10-02,2015-12-04,0.15,0.14
30e8db37-c6c2-5fc9-ab4f-f023ece439e6,2018-04-27,2018-06-29,5.2,2.76
30ee8040-6534-5192-a66f-2c87541f2023,2017-07-14,2017-09-15,0.23,0.2
30fc3eac-e89c-5980-9b0a-66716c4b9ea8,2018-04-27,2018-06-29,0.15,0.13
312761a4-e4ba-50c4-9b78-425ec5cfe825,2017-07-14,2017-09-15,0.21,0.18
3129e5b0-2cf6-5250-b221-dbd079ab9e02,2018-10-05,2018-12-07,0.14,0.17
3135f89e-1c6b-5ac6-b95b-c5fae8e225ce,2017-09-29,2017-12-01,6.17,8.46
313627e4-195d-5780-9beb-8f41289ab946,2016-07-22,2016-09-23,1.1,0.51
31493ce1-3baa-5578-a188-4e8a42e14f82,2011-05-13,2011-07-15,2.38,1.42
315c3d81-d379-5cb6-b5fb-b2ce1e98456d,2011-09-30,2011-12-02,6.49,6.11
315e7f21-b559-5b17-882e-7702c99a6a2b,2017-09-29,2017-12-01,0.25,0.18
31721c59-6a0a-5225-b464-5eafd3418501,2019-05-03,2019-07-05,0.2,0.2
317a7c08-bca5-5638-be85-79db96f88081,2014-02-07,2014-04-11,2.82,2.54
31901da1-9085-5e7a-bc6b-a3f7ef015b5f,2016-09-30,2016-12-02,0.17,0.14
319a831b-3739-5aac-b9f8-bcccb8306239,2014-05-02,2014-07-04,0.15,0.12
319eccd9-c0d2-5177-b373-7c0e3c072f1e,2017-01-20,2017-03-24,0.4,0.29
31aaabfd-1f75-560f-bbd8-adb857509b09,2018-07-13,2018-09-14,19.63,17.95
31ab12c5-bca7-50c5-994c-e37cb3589639,2016-09-30,2016-12-02,0.17,0.13
31aef444-2d9d-5cb8-8312-f6ddb14c87fc,2019-07-12,2019-09-13,0.25,0.4
31b8a513-be23-54b6-bc4a-48d97bda1567,2014-02-07,2014-04-11,1.02,0.93
31b8f1c6-da7b-59e9-a109-d5e8564d60c9,2013-09-27,2013-11-29,19.37,13.1
31c49e5f-e896-5f2f-8047-98ccdf62917c,2011-05-13,2011-07-15,0.98,0.36
31c79472-07ec-5775-938c-7c3f4f8ced78,2019-07-12,2019-09-13,0.93,2.99
31d84d86-9106-5043-b8c6-4258ed9eebcc,2013-02-01,2013-04-05,12.37,10.72
31d8b53d-ac03-58f5-a415-1b35600abfb1,2018-07-13,2018-09-14,0.3,0.28
31e8f365-8b79-5a2a-b49f-fc6c7db3eed9,2015-03-27,2015-05-29,0.25,0.17
31fbba91-7ba8-503d-b11c-5d1d7faceb7e,2016-07-22,2016-09-23,0.15,0.14
32059f98-b707-5a22-9abb-be72a48e204a,2014-02-07,2014-04-11,0.16,0.14
3217e933-d7e1-52c9-858c-dc01c1f8031e,2012-07-13,2012-09-14,0.7,0.38
3226fc0d-39fd-579f-a342-7f40ffc66f69,2013-09-27,2013-11-29,0.69,0.37
322f7afc-526d-5d7f-b788-6b0be7ad0a08,2012-07-13,2012-09-14,3.15,3.03
3248bf5a-556b-5cbd-a6d3-2be59f158254,2014-05-02,2014-07-04,0.5,0.24
325958e4-09d7-58b8-819b-a8df862317b2,2015-03-27,2015-05-29,0.21,0.13
325b0e46-b157-5477-91be-362261bc3cbc,2019-05-03,2019-07-05,0.15,0.15
325bad2a-0e51-5203-a525-9917c75613e1,2018-10-05,2018-12-07,0.14,0.12
327fbb96-21cc-5b82-abfd-876e5e618a6d,2016-01-22,2016-03-25,0.15,0.12
328bc8e5-7fcf-5a07-8395-f1f4df5de092,2016-01-22,2016-03-25,0.45,0.3
3296162e-54c8-5b33-9bb3-8ceb212f14e5,2011-07-15,2011-09-16,4.23,3.82
32a94599-4277-51a1-afdc-6a6226cabe50,2015-10-02,2015-12-04,0.15,0.14
32b74f5e-bad4-5b6e-b5b0-87c8b0717f99,2017-07-14,2017-09-15,0.16,0.15
32ba469d-4be5-5b2e-b5be-f8b9e8a3e03c,2017-09-29,2017-12-01,0.89,0.38
32cee103-b642-57b6-8ee4-33444883aff7,2017-01-20,2017-03-24,4.13,2.5
32d393c1-615c-58e8-8f95-a5a86ddd8c8b,2018-07-13,2018-09-14,0.15,0.14
32d39876-d82b-54c7-b208-cc48b0054294,2016-07-22,2016-09-23,14.04,19.77
32d6b7eb-4dec-5ff6-8190-f8b042a63591,2019-07-12,2019-09-13,14.44,13.53
32e51cb9-2770-5783-b9e6-54883f29c752,2014-02-07,2014-04-11,0.16,0.14
32f18f9f-29f1-5afc-b3bb-0dc4cc02c328,2019-01-25,2019-03-29,0.25,0.38
32f4a468-d004-51cd-ae15-cd7d9f9319c1,2016-09-30,2016-12-02,0.14,0.13
330e115b-9735-5f50-9489-cf78a4716827,2016-01-22,2016-03-25,0.22,0.18
331265ec-ddd3-57e3-97fe-39c7eb0124d2,2016-09-30,2016-12-02,0.18,0.13
3319fc5a-5dac-5908-9d22-8e007e46c2f2,2015-03-27,2015-05-29,0.16,0.12
331b546e-5211-5baa-8c6a-8ea1f1aeef10,2015-10-02,2015-12-04,0.15,0.12
331ff3d1-d46b-535d-a87c-d0e14b506709,2014-05-02,2014-07-04,0.74,0.4
333959b5-5bf3-5173-bd66-6d8af0aafb12,2011-05-13,2011-07-15,2.99,2.37
3342d4f0-7099-57ab-8249-3b9375edc3b1,2017-01-20,2017-03-24,0.24,0.2
33539119-2cd4-5c13-947f-d2575e5a010f,2015-03-27,2015-05-29,0.28,0.19
33553c9d-5484-5c1a-8881-6079ae151a6a,2017-09-29,2017-12-01,0.15,0.13
3360bc09-a3ce-579d-b9f5-f8516b38d1dc,2013-09-27,2013-11-29,,0.16
336fd096-4934-5f05-b0c1-0f26ccc5834b,2016-07-22,2016-09-23,0.23,0.19
337f3777-9db9-5ac1-8344-2dddf9c2dc5b,2015-03-27,2015-05-29,0.15,0.15
33839032-fc38-5ea4-813b-7182c17d5e22,2012-02-03,2012-04-06,0.57,0.75
33866241-7d80-5740-8af9-80738e1c4217,2017-01-20,2017-03-24,0.15,0.14
338d3abd-e49f-5737-84bd-33dbaa302257,2018-10-05,2018-12-07,0.46,0.49
33938b8c-ce31-5f39-937b-7515038e8646,2016-09-30,2016-12-02,0.12,0.13
339c4643-e761-5fd1-87cc-27dd762ed6e4,2015-03-27,2015-05-29,0.25,0.2
33a5c546-9dfe-541f-a358-edb939ea9089,2015-07-17,2015-09-18,3.65,7.11
33aa41ef-42cc-5999-acf1-db5839e0d99c,2012-05-04,2012-07-06,1.77,1.66
33b19dff-207e-564d-b6c1-736772464feb,2019-07-12,2019-09-13,0.15,0.15
33b446de-0713-5c6c-b8b4-8247f04e16d2,2010-10-01,2010-12-03,,1.17
33b8c99f-9e02-5b90-84a4-c9a04c17819f,2018-04-27,2018-06-29,0.25,0.25
33baa088-c0a1-51d5-a8ae-07fe57ecfa01,2016-07-22,2016-09-23,0.15,0.14
33baca2f-f9a2-53c6-befe-0ef5340e2deb,2016-01-22,2016-03-25,0.9,1.25
33bb620f-ced6-5754-9434-2c24066a1956,2015-03-27,2015-05-29,0.15,0.13
33c5a002-e885-50ae-a9d2-d7e3f14e6b8f,2016-09-30,2016-12-02,0.57,0.16
33d23577-bb0c-533e-8403-a4917a1e26a1,2018-04-27,2018-06-29,0.15,0.13
33ffaea7-3901-536c-b0b0-7d705ff7a45b,2017-07-14,2017-09-15,1.12,0.52
3407cf4f-79a2-50de-8617-6cec69d50b22,2018-04-27,2018-06-29,1.12,0.75
341068eb-8e43-5cc0-9b02-c09f2131bea6,2017-09-29,2017-12-01,0.16,0.13
341783e9-4cf2-554a-824f-4a8aded142fb,2016-04-08,2016-06-10,0.71,0.33
341cb502-8132-549c-bd20-7f860988327e,2019-01-25,2019-03-29,0.15,0.12
341d2d73-17dd-5d51-98c3-2e2f6854a287,2018-04-27,2018-06-29,0.91,0.5
3429ce0a-4726-5a9a-a496-66f41c2d8a3b,2017-04-28,2017-06-30,0.16,0.13
34376e91-8ef1-56a2-b524-3b7a7ec04fd8,2011-07-15,2011-09-16,5.96,5.43
34382a9e-6ca7-505f-9aba-a6fd7d8b3631,2019-07-12,2019-09-13,0.5,0.39
343aa757-516d-589b-b0df-f188493c2d91,2012-05-04,2012-07-06,0.55,0.53
34417986-59fc-58cd-a3d0-fc694a4ca499,2017-01-20,2017-03-24,0.17,0.15
344b3de7-f937-5238-b0c2-689b11921d12,2019-01-25,2019-03-29,0.25,0.2
344d41f2-8df7-5cdb-9520-7af9f546e6b0,2017-01-20,2017-03-24,0.16,0.15
344ebd54-a007-5462-98a4-840f0b4aec61,2017-09-29,2017-12-01,0.15,0.13
347fd316-0e38-5782-9022-808d4674e6e3,2018-04-27,2018-06-29,0.19,0.2
348555e0-0d6e-5990-9b97-d800ff449012,2013-09-27,2013-11-29,3.92,2.81
34a2031c-067a-5de5-9da4-b695885715be,2014-05-02,2014-07-04,0.66,0.3
34a61952-1664-599c-a245-2a85adc5fd7d,2015-03-27,2015-05-29,0.74,0.3
34b50961-dd25-54b3-b0e2-1c8071189342,2018-10-05,2018-12-07,0.15,0.21
34d54d10-bc04-58eb-a032-c516033510ab,2019-07-12,2019-09-13,0.22,0.2
34e54138-5cda-50a7-9f06-fda226a5a2f1,2018-01-19,2018-03-23,0.7,0.47
34e749ea-ced5-596a-b102-b74f689085f3,2016-01-22,2016-03-25,5.69,2.89
34f1edc9-a895-59ac-a8e2-7c1d9d8b17c3,2018-01-19,2018-03-23,0.25,0.23
34fcc6c4-6bd7-5bd4-91a1-a76b5165dab1,2017-09-29,2017-12-01,0.29,0.22
35078970-fbc9-502a-b052-61a382e73242,2015-07-17,2015-09-18,0.49,0.25
3507a3c6-9bb0-5424-964c-93c9124efada,2014-05-02,2014-07-04,0.21,0.16
35185439-beb4-5094-9205-f0334615db4c,2018-04-27,2018-06-29,0.15,0.12
351cb37e-476d-55d1-9d60-b98c4ad0fbfe,2018-04-27,2018-06-29,0.15,0.13
352f9533-f99e-546e-abde-ca5974a707e7,2019-01-25,2019-03-29,0.14,0.11
3533640b-39e0-54e7-ae60-b194fc9dddb0,2018-04-27,2018-06-29,0.73,0.49
35426f54-0afd-5db2-bc2c-73dba0c8ba00,2019-07-12,2019-09-13,0.15,0.15
355a2f48-dfeb-501d-b1c8-ed972339d73a,2016-09-30,2016-12-02,0.19,0.14
355be7c0-2ac6-5732-b0c0-b575298e1c92,2019-07-12,2019-09-13,0.17,0.15
3561fa55-4882-55b4-b880-62d6d5ddc4f9,2019-07-12,2019-09-13,0.17,0.15
35626e0e-3a6f-58c0-a196-0667a8c1afda,2017-07-14,2017-09-15,0.24,0.2
3574289f-f248-5c51-bbf1-ffe478b6eeb7,2015-03-27,2015-05-29,1.98,0.57
35851e26-b4be-5814-a5ab-5e632e387a31,2013-09-27,2013-11-29,,0.22
3588fcde-b3ce-5252-aad6-d2d1bece7f1e,2014-05-02,2014-07-04,0.14,0.13
358b497f-8772-560f-902a-dd7777311203,2018-07-13,2018-09-14,0.15,0.13
359adc16-8de1-59e6-a940-de3e47ff13ba,2015-03-27,2015-05-29,0.25,0.17
359d03b6-c2d8-5b71-a35d-33fa1813d954,2018-10-05,2018-12-07,0.19,0.18
35ac756b-7219-594e-ac3d-c8da5a370a75,2017-07-14,2017-09-15,0.14,0.13
35ada349-53a8-521a-b27d-6dfeb2dd1744,2017-09-29,2017-12-01,0.6,0.35
35affe8b-6653-51ca-a3b2-37313e5a1fb9,2016-01-22,2016-03-25,0.15,0.13
35b67b3a-c93c-53e4-b8ec-147ca2aac6b6,2016-01-22,2016-03-25,0.22,0.19
35d6b632-f673-5741-805f-e6e7d2740218,2019-01-25,2019-03-29,0.21,0.18
35f81a81-17cf-5124-9e73-f80a5fe8f092,2019-01-25,2019-03-29,0.75,0.79
3611b860-7254-5766-afff-00a73ed1dba0,2019-07-12,2019-09-13,0.5,0.47
3613d8f0-e944-5720-a82d-888b44b52f91,2014-09-26,2014-11-28,1,0.3
361b5456-4b44-5969-8d73-341d60789936,2011-05-13,2011-07-15,0.68,0.45
36270d64-3814-54e8-a978-41daec5d84ee,2015-10-02,2015-12-04,3.69,0.92
364b2c9d-1950-52f8-aa00-b71d2f4835b2,2019-07-12,2019-09-13,0.24,0.2
3657de8a-7747-507f-9552-733a08775bd6,2019-01-25,2019-03-29,6.54,4.35
36672f35-d7f2-56e8-90e0-c618af917ca9,2016-09-30,2016-12-02,1.76,0.71
366f089b-249f-50ae-bcf3-285db23c1964,2015-03-27,2015-05-29,0.15,0.14
3677af66-7820-5b00-a9c1-6318fe211912,2019-05-03,2019-07-05,0.13,0.15
368f7fdc-06f7-5f75-b5aa-09d9a5f4caee,2019-05-03,2019-07-05,7.85,5.73
368f8a41-a85e-5224-b526-72f4d97f85dd,2015-07-17,2015-09-18,,0.68
36a5210e-1074-5b38-8997-ac8c2839362c,2016-07-22,2016-09-23,0.44,0.3
36aea99b-06cf-5be9-9811-ec3d4f660ed2,2014-02-07,2014-04-11,0.16,0.14
36cf0e10-a86a-5450-a5cb-81cda1583fd0,2013-09-27,2013-11-29,,0.15
36dc8d1e-3d14-5a82-acc7-d634a2c7252f,2017-07-14,2017-09-15,0.24,0.21
36e54342-9148-5702-9954-82679255a967,2017-01-20,2017-03-24,0.15,0.14
36ee4f74-ec2c-5b86-a705-463cdc916a5a,2014-02-07,2014-04-11,0.84,0.3
36f778bb-541f-5a8e-8e8c-19682e6b9ded,2015-07-17,2015-09-18,0.15,0.12
370854ac-58ce-522f-83cc-627330dae580,2015-03-27,2015-05-29,1.72,0.41
370ae64d-ba54-59ce-8d1b-f5dfba7d55bf,2016-09-30,2016-12-02,0.14,0.14
3710898a-0419-540d-b581-80c53dd5c1c5,2017-09-29,2017-12-01,0.22,0.18
37124ea4-01e6-5684-adbb-9518d7aad67b,2015-01-23,2015-03-27,0.15,0.12
37275269-7f33-5efd-96f4-83af7e066541,2013-02-01,2013-04-05,0.71,0.31
373e4015-22b5-5ce7-a931-0904018dff9f,2018-10-05,2018-12-07,6.01,5.3
374c3dda-092a-5c98-9839-fe5264f13d07,2013-02-01,2013-04-05,11.74,8.74
375c7310-ac15-5a9e-a94a-51e76b33da86,2015-03-27,2015-05-29,0.25,0.22
3768fb1e-1ac5-5a14-9225-52500d1bd68b,2014-09-26,2014-11-28,0.49,0.24
376e02a9-551a-5777-ac66-a46b14eccfff,2019-07-12,2019-09-13,0.17,0.15
3776b2f7-2adb-56ea-a50d-03a26991e5f3,2016-07-22,2016-09-23,1,0.78
3784a117-140b-558f-b33b-8022be8eec28,2015-03-27,2015-05-29,0.89,0.39
378dc6bf-e3e4-566c-b04d-6beaaa53aa9b,2018-10-05,2018-12-07,0.39,0.18
3792b8bd-8352-5503-b1df-eaf5efc37903,2019-05-03,2019-07-05,2.19,1.01
379cae36-b52f-5165-b6d6-bcbfce6f4ac9,2012-05-04,2012-07-06,1.53,0.65
379fd7c8-7aaa-5500-ac2f-492287b7e0f0,2018-07-13,2018-09-14,0.32,0.28
37a41f41-da15-5d5f-a1b1-fa0144d6d15c,2016-01-22,2016-03-25,0.15,0.13
37c07c6e-699c-5a9a-8419-0b0631b4b113,2016-01-22,2016-03-25,0.22,0.15
37c4cd68-8f6a-54f9-9949-9b1bb3298dda,2013-09-27,2013-11-29,,0.16
37cc4841-aff0-59f4-9639-c926defa9df7,2013-09-27,2013-11-29,,0.16
37d950a8-aa0b-561d-bc49-5978a4582772,2019-07-12,2019-09-13,0.21,0.25
37df4abb-48b3-5079-b20d-05ae85c0e720,2019-05-03,2019-07-05,0.46,0.43
37e3fcb3-0e35-532f-8935-d3a588a86909,2018-01-19,2018-03-23,0.24,0.19
37ec3497-a72c-5980-8660-92884bc97556,2016-09-30,2016-12-02,0.42,0.89
37edea75-e5c7-5cab-8622-c119c2db6c51,2012-07-13,2012-09-14,1.35,1.06
37f42995-7052-5502-ba2d-27e6cf7e9629,2017-01-20,2017-03-24,0.23,0.19
3801ac1c-67f8-5575-9395-00be21dcb917,2017-01-20,2017-03-24,0.15,0.14
3802296f-16e4-59ff-9098-55807feec21e,2017-04-28,2017-06-30,0.89,0.56
382cedef-56ea-5bc7-b133-79b32edc979b,2015-03-27,2015-05-29,3.78,2.8
382e4d68-91f2-5714-8158-0b90e1455f58,2017-01-20,2017-03-24,0.38,0.25
383614c2-c1f8-506f-b580-155d9c16ee13,2019-07-12,2019-09-13,0.15,0.15
383d7160-1067-5e89-9fc4-be49fea410ad,2014-09-26,2014-11-28,0.16,0.13
384ad5c4-dde9-5baa-bea3-130e4e631aa3,2017-04-28,2017-06-30,0.15,0.12
384ea726-b11d-5b28-b68a-b6cac438175a,2016-09-30,2016-12-02,0.13,0.12
385c97e2-ec84-51d2-9e3c-90675c493506,2015-10-02,2015-12-04,0.23,0.17
38623500-0013-5700-918a-376d9e874d67,2014-02-07,2014-04-11,0.18,0.15
3862c70c-0d1b-5ee2-bdc2-39ce53c863e1,2019-05-03,2019-07-05,0.24,0.23
387285f5-8c7b-5cf3-8762-69510361ce21,2013-05-03,2013-07-05,2,0.59
387e10ae-84bd-5f02-a5c8-3560537d68ac,2011-09-30,2011-12-02,4.73,2.82
38873c1c-68c6-501e-9183-4a11c82f46b8,2017-01-20,2017-03-24,0.16,0.14
3892f6e1-f7e7-5c85-b064-2e04efc93c13,2017-09-29,2017-12-01,1.84,1.52
389ca6ee-f614-5433-bbd7-35e7d17e06ed,2018-01-19,2018-03-23,2.97,1.06
38bef973-b231-5198-8217-a88cc5e5afe9,2015-07-17,2015-09-18,,0.15
38df593c-aece-5167-8a35-7a7509a2c9b3,2017-01-20,2017-03-24,4.69,3.22
38dfba40-7416-50bf-b97f-3b5ddc6fe21d,2013-09-27,2013-11-29,,0.15
38f7e235-c780-5746-aa04-defbbe14b963,2014-09-26,2014-11-28,4.72,1.44
39028f6b-6011-5f15-8444-e29e2395f149,2016-01-22,2016-03-25,0.26,0.28
390d3743-93d0-52f3-9b06-e8293fbe6be2,2016-09-30,2016-12-02,0.14,0.13
3936ba56-80b4-5ee2-8a66-11cf7c8593a3,2018-07-13,2018-09-14,0.15,0.13
393c0560-746f-5b99-9f6d-f6743ab49242,2019-01-25,2019-03-29,0.21,0.19
393c227f-06ae-54ff-ad4a-134660880945,2015-10-02,2015-12-04,0.15,0.14
394a2cf5-9a87-5bc9-a030-eda10aed2237,2017-04-28,2017-06-30,0.15,0.13
3967de90-410e-5010-b7b6-368618ff060b,2017-09-29,2017-12-01,0.17,0.12
396df3b4-e4b0-553c-a20f-e0b1c97b6e72,2017-04-28,2017-06-30,0.25,0.15
3981bbfe-b52c-5429-8ddf-c9bc19a8cfa2,2012-02-03,2012-04-06,0.45,0.4
39946237-6361-578c-968d-fdcfc0ddcea9,2012-05-04,2012-07-06,0.39,0.29
399ad2f6-24ce-5319-9a70-ed476313ede1,2012-02-03,2012-04-06,14.02,22.91
399ecf83-7060-531a-9538-d45fdee4b0ba,2018-01-19,2018-03-23,0.43,0.29
39b3e475-1075-5cc0-80bf-94f4b870e6c7,2017-04-28,2017-06-30,0.15,0.13
39b8d5c7-c130-5cc5-870d-0ba6e80c2869,2017-04-28,2017-06-30,1.41,0.54
39cbc474-d7d2-5250-9841-06f5a777c733,2015-03-27,2015-05-29,0.61,0.52
39ce66f7-7f8b-55c5-94bc-1b3167b785de,2016-01-22,2016-03-25,0.15,0.16
39dc39db-f3b8-53a8-8695-93f1bcdd4c3a,2018-10-05,2018-12-07,0.1,0.1
39df1790-2577-5574-b70f-a39643d4bc4d,2016-07-22,2016-09-23,0.21,0.14
39fa782d-b6f8-5674-91d0-07acd7a5dafd,2016-09-30,2016-12-02,0.93,0.53
39fb5d4e-fa51-549b-b38e-6bd3b1d81779,2016-09-30,2016-12-02,0.45,0.33
3a006f83-5f35-55ea-8b84-f095641bd49d,2015-03-27,2015-05-29,0.25,0.21
3a0a7ea0-e51c-5e39-91db-252a8b431eb4,2010-10-01,2010-12-03,,1.16
3a1284bb-f21c-5f11-9319-600e59604955,2014-09-26,2014-11-28,0.15,0.14
3a144a59-3f38-5405-ba7c-51a8d5141810,2013-09-27,2013-11-29,,0.15
3a201820-1770-51d0-ba40-b0e99207409b,2015-10-02,2015-12-04,0.15,0.12
3a25c4f4-19fb-5992-9f2b-dca3cdc966c5,2014-05-02,2014-07-04,0.7,0.33
3a3eb865-17c0-5e32-8f57-5499cd2d643e,2015-01-23,2015-03-27,0.16,0.12
3a44a4a8-d93b-5acc-9911-b1c8bce16d28,2017-04-28,2017-06-30,0.16,0.14
3a5ff30b-f8e7-514c-9825-bdc475f4dd10,2019-07-12,2019-09-13,0.16,0.15
3a6be689-0167-5fe3-b5db-1c435105efca,2017-04-28,2017-06-30,0.15,0.13
3a6f28f7-e1a2-5b4c-88b5-83e474465a0c,2014-09-26,2014-11-28,4.21,1.74
3a758347-de47-50e3-8e25-f3eb572e2b85,2016-01-22,2016-03-25,0.15,0.13
3a7a99cf-d75a-5654-8403-bd2677de8359,2014-09-26,2014-11-28,0.4,0.2
3a7bdea8-1c08-5821-af57-2190469ca38e,2017-04-28,2017-06-30,0.24,0.15
3a96b7e3-e8f2-5f72-b49d-4f8c7428a36c,2017-09-29,2017-12-01,2.5,2.59
3a9bbe7f-eef6-5b2b-8d5c-2417dd7f693d,2016-09-30,2016-12-02,0.15,0.14
3aa33658-0b1d-5e85-ae8e-db07f09aa0ce,2013-09-27,2013-11-29,,0.22
3ab4bc45-610c-5e62-ac9a-5d52b1dcc698,2011-09-30,2011-12-02,25.57,26.39
3abc3cb7-3a50-53ed-961f-833465db8805,2017-09-29,2017-12-01,0.15,0.14
3abdc5bb-2056-5089-84bb-0d1306d49ade,2016-01-22,2016-03-25,0.21,0.15
3ac38edd-5957-516d-8503-93e0a9447ba1,2014-02-07,2014-04-11,0.22,0.16
3ac3bda8-7fba-563c-b582-ddb9b0cf798e,2019-01-25,2019-03-29,0.15,0.11
3ac54c2b-cd67-5fcd-b9f5-0e6cfb54e17c,2015-10-02,2015-12-04,0.24,0.16
3acecf14-5950-5241-a88e-59e080f110d4,2016-09-30,2016-12-02,0.14,0.14
3b2d2441-094e-50a3-9a05-87e12158ee8f,2016-09-30,2016-12-02,0.14,0.14
3b2fd8a2-bb91-5822-be9a-24f40f55dede,2018-04-27,2018-06-29,0.14,0.1
3b3719c6-3b8c-529a-b0f3-75e0c07a018d,2018-10-05,2018-12-07,0.46,0.3
3b39bc8f-37e0-5939-ae89-3c17a15f0177,2016-07-22,2016-09-23,1.48,0.77
3b3bd066-e35a-5740-b5b5-ec3f154bed61,2018-01-19,2018-03-23,0.15,0.14
3b3e02df-c237-59a9-bb7d-87e8d19d3915,2015-03-27,2015-05-29,0.16,0.12
3b3e12a3-ece1-5ca2-867b-07a88b12e537,2014-05-02,2014-07-04,0.14,0.14
3b4d1562-2097-59b4-85e0-b37bf71f1b85,2014-02-07,2014-04-11,0.23,0.16
3b51f491-1c0d-53dc-9282-90ffebf01cb7,2015-10-02,2015-12-04,0.24,0.19
3b563c72-fdc2-53e9-a217-d1998787a64e,2015-10-02,2015-12-04,0.21,0.17
3b67007c-1d78-50c0-88a4-e00b982ca193,2011-07-15,2011-09-16,6.08,3.89
3b78e01b-966e-5ce6-a1a6-7331700ab4fe,2019-07-12,2019-09-13,0.15,0.15
3b817472-51da-50fd-93ca-1d85d97fe7c0,2015-03-27,2015-05-29,0.57,1.33
3b845dfe-49d7-59b2-85c8-b58dd393b2ec,2018-10-05,2018-12-07,0.39,0.2
3b857c57-b0b3-5f58-9a7a-1f084a9f8a42,2019-01-25,2019-03-29,0.43,0.3
3bb3a951-3865-5d6a-9173-5eb6a77ef2c8,2017-09-29,2017-12-01,0.24,0.19
3bc00edc-dc96-56b8-a8a1-0a016ac4bf81,2017-07-14,2017-09-15,5.5,3.25
3bc3bf48-90bf-5927-99f5-f7b8c59344a3,2017-09-29,2017-12-01,0.17,0.12
3bc74377-b853-51f0-9ae4-8ea282835a25,2015-01-23,2015-03-27,0.25,0.13
3bc9e1da-9716-57d6-af14-f9e68a001d5c,2018-01-19,2018-03-23,0.28,0.2
3bd8eedc-c258-5016-8c0b-87ed11ae936c,2014-02-07,2014-04-11,18.61,11.55
3be0ff7d-e3f2-5443-a1d1-707a27f8c4db,2018-10-05,2018-12-07,,0.2
3be87751-f866-50ac-9da9-2ab6a4cc9630,2012-07-13,2012-09-14,0.76,0.72
3beba2c2-a0c7-5d62-84c2-6013fba6bd9d,2013-09-27,2013-11-29,,0.2
3bf268ce-205c-5dbd-b08d-4b42fc585cef,2017-01-20,2017-03-24,0.74,0.3
3bf49d3d-a8a0-546b-ab4c-bf0b1e6a76aa,2017-04-28,2017-06-30,0.16,0.15
3c0a7c3e-5403-5ad4-a274-f095aed07afa,2015-10-02,2015-12-04,0.24,0.16
3c1fa6ee-2973-51ac-9bc3-c1a8083dbbc3,2017-07-14,2017-09-15,0.14,0.13
